account_id,trial_end_date,trial_observed,converted,plan,seats,billing_cycle,mrr,exp2_eligible,exp2_variant,trial_period_task_count
432,2024-09-16,True,0.0,free,,,0.0,True,treatment,5
433,2024-09-16,True,1.0,pro,9.0,monthly,108.0,True,control,12
434,2024-09-17,True,1.0,pro,1.0,monthly,12.0,True,treatment,3
435,2024-09-18,True,1.0,team,22.0,monthly,638.0,True,control,4
436,2024-09-19,True,0.0,free,,,0.0,True,control,11
437,2024-09-19,True,0.0,free,,,0.0,True,treatment,9
438,2024-09-19,True,0.0,free,,,0.0,True,control,4
439,2024-09-20,True,0.0,free,,,0.0,True,control,9
440,2024-09-20,True,0.0,free,,,0.0,True,control,3
441,2024-09-20,True,0.0,free,,,0.0,True,treatment,6
442,2024-09-20,True,1.0,team,1.0,monthly,29.0,True,control,6
443,2024-09-20,True,0.0,free,,,0.0,True,treatment,10
444,2024-09-21,True,0.0,free,,,0.0,True,treatment,0
445,2024-09-21,True,0.0,free,,,0.0,True,control,5
446,2024-09-22,True,0.0,free,,,0.0,True,control,8
447,2024-09-22,True,1.0,pro,1.0,monthly,12.0,True,control,10
448,2024-09-22,True,0.0,free,,,0.0,True,treatment,8
449,2024-09-23,True,0.0,free,,,0.0,True,control,3
450,2024-09-23,True,0.0,free,,,0.0,True,treatment,8
451,2024-09-24,True,0.0,free,,,0.0,True,control,4
452,2024-09-24,True,1.0,pro,14.0,monthly,168.0,True,control,15
453,2024-09-24,True,0.0,free,,,0.0,True,treatment,12
454,2024-09-24,True,0.0,free,,,0.0,True,treatment,2
455,2024-09-24,True,0.0,free,,,0.0,True,control,8
456,2024-09-25,True,0.0,free,,,0.0,True,treatment,11
457,2024-09-25,True,0.0,free,,,0.0,True,control,6
458,2024-09-25,True,0.0,free,,,0.0,True,treatment,0
459,2024-09-25,True,1.0,pro,9.0,annual,89.64,True,treatment,12
460,2024-09-25,True,0.0,free,,,0.0,True,control,8
461,2024-09-25,True,1.0,team,6.0,monthly,174.0,True,control,4
462,2024-09-26,True,1.0,team,2.0,annual,48.14,True,control,9
463,2024-09-27,True,0.0,free,,,0.0,True,treatment,15
464,2024-09-27,True,0.0,free,,,0.0,True,treatment,6
465,2024-09-27,True,0.0,free,,,0.0,True,control,10
466,2024-09-27,True,0.0,free,,,0.0,True,treatment,1
467,2024-09-28,True,0.0,free,,,0.0,True,control,25
468,2024-09-30,True,0.0,free,,,0.0,True,treatment,8
469,2024-10-01,True,0.0,free,,,0.0,True,control,5
470,2024-10-01,True,0.0,free,,,0.0,True,control,5
471,2024-10-01,True,0.0,free,,,0.0,True,treatment,5
472,2024-10-02,True,1.0,pro,7.0,monthly,84.0,True,control,5
473,2024-10-04,True,0.0,free,,,0.0,True,control,5
474,2024-10-04,True,1.0,team,9.0,monthly,261.0,True,treatment,13
475,2024-10-05,True,1.0,pro,1.0,monthly,12.0,True,treatment,5
476,2024-10-07,True,0.0,free,,,0.0,True,treatment,8
477,2024-10-07,True,0.0,free,,,0.0,True,treatment,3
478,2024-10-08,True,1.0,pro,2.0,annual,19.92,True,control,15
479,2024-10-08,True,0.0,free,,,0.0,True,treatment,5
480,2024-10-08,True,0.0,free,,,0.0,True,control,12
481,2024-10-09,True,0.0,free,,,0.0,True,treatment,6
482,2024-10-09,True,1.0,team,28.0,monthly,812.0,True,treatment,10
483,2024-10-09,True,0.0,free,,,0.0,True,control,6
484,2024-10-10,True,0.0,free,,,0.0,True,control,7
485,2024-10-10,True,0.0,free,,,0.0,True,control,14
486,2024-10-10,True,1.0,pro,6.0,annual,59.76,True,treatment,8
487,2024-10-11,True,0.0,free,,,0.0,True,treatment,3
488,2024-10-11,True,1.0,team,21.0,monthly,609.0,True,control,7
489,2024-10-12,True,0.0,free,,,0.0,True,control,7
490,2024-10-12,True,0.0,free,,,0.0,True,treatment,6
491,2024-10-14,True,0.0,free,,,0.0,True,treatment,4
492,2024-10-14,True,0.0,free,,,0.0,True,treatment,7
493,2024-10-15,True,0.0,free,,,0.0,True,control,5
494,2024-10-16,True,0.0,free,,,0.0,True,treatment,13
495,2024-10-16,True,0.0,free,,,0.0,True,control,9
496,2024-10-17,True,1.0,pro,3.0,annual,29.88,True,control,9
497,2024-10-17,True,0.0,free,,,0.0,True,control,1
498,2024-10-17,True,0.0,free,,,0.0,True,treatment,6
499,2024-10-18,True,0.0,free,,,0.0,True,control,8
500,2024-10-18,True,0.0,free,,,0.0,True,control,6
501,2024-10-18,True,0.0,free,,,0.0,True,treatment,8
502,2024-10-18,True,1.0,pro,3.0,annual,29.88,True,treatment,4
503,2024-10-19,True,0.0,free,,,0.0,True,treatment,7
504,2024-10-20,True,0.0,free,,,0.0,True,control,4
505,2024-10-20,True,1.0,pro,2.0,monthly,24.0,True,control,9
506,2024-10-20,True,0.0,free,,,0.0,True,control,4
507,2024-10-21,True,1.0,team,1.0,annual,24.07,True,control,8
508,2024-10-21,True,1.0,pro,1.0,monthly,12.0,True,control,7
509,2024-10-21,True,0.0,free,,,0.0,True,treatment,15
510,2024-10-21,True,0.0,free,,,0.0,True,treatment,8
511,2024-10-22,True,0.0,free,,,0.0,True,control,2
512,2024-10-22,True,1.0,pro,5.0,monthly,60.0,True,treatment,10
513,2024-10-24,True,0.0,free,,,0.0,True,control,2
514,2024-10-25,True,1.0,pro,2.0,annual,19.92,True,treatment,11
515,2024-10-25,True,0.0,free,,,0.0,True,control,4
516,2024-10-25,True,0.0,free,,,0.0,True,control,16
517,2024-10-25,True,1.0,pro,2.0,monthly,24.0,True,treatment,4
518,2024-10-26,True,0.0,free,,,0.0,True,control,7
519,2024-10-26,True,0.0,free,,,0.0,True,control,7
520,2024-10-28,True,0.0,free,,,0.0,True,treatment,1
521,2024-10-28,True,1.0,team,29.0,annual,698.03,True,control,21
522,2024-10-28,True,0.0,free,,,0.0,True,control,6
523,2024-10-28,True,1.0,pro,8.0,annual,79.68,True,treatment,14
524,2024-10-30,True,0.0,free,,,0.0,True,control,8
525,2024-10-30,True,0.0,free,,,0.0,True,treatment,2
526,2024-10-30,True,0.0,free,,,0.0,True,treatment,14
527,2024-10-30,True,0.0,free,,,0.0,True,treatment,6
528,2024-10-30,True,1.0,pro,2.0,monthly,24.0,True,control,8
529,2024-10-31,True,0.0,free,,,0.0,True,control,6
530,2024-10-31,True,0.0,free,,,0.0,True,control,11
531,2024-11-01,True,1.0,team,3.0,monthly,87.0,True,treatment,8
532,2024-11-01,True,0.0,free,,,0.0,True,control,5
533,2024-11-01,True,0.0,free,,,0.0,True,treatment,10
534,2024-11-01,True,0.0,free,,,0.0,True,treatment,3
535,2024-11-02,True,0.0,free,,,0.0,True,treatment,1
536,2024-11-03,True,1.0,pro,2.0,annual,19.92,True,treatment,5
537,2024-11-04,True,0.0,free,,,0.0,True,control,4
538,2024-11-04,True,0.0,free,,,0.0,True,treatment,13
539,2024-11-04,True,0.0,free,,,0.0,True,control,5
540,2024-11-04,True,0.0,free,,,0.0,True,control,11
541,2024-11-04,True,0.0,free,,,0.0,True,treatment,5
542,2024-11-05,True,1.0,team,1.0,monthly,29.0,True,treatment,5
543,2024-11-05,True,0.0,free,,,0.0,True,treatment,5
544,2024-11-05,True,0.0,free,,,0.0,True,treatment,11
545,2024-11-05,True,0.0,free,,,0.0,True,treatment,8
546,2024-11-06,True,0.0,free,,,0.0,True,treatment,2
547,2024-11-06,True,0.0,free,,,0.0,True,treatment,6
548,2024-11-06,True,1.0,pro,8.0,monthly,96.0,True,control,7
549,2024-11-07,True,1.0,pro,3.0,annual,29.88,True,control,13
550,2024-11-07,True,0.0,free,,,0.0,True,control,7
551,2024-11-07,True,0.0,free,,,0.0,True,treatment,2
552,2024-11-08,True,0.0,free,,,0.0,True,treatment,1
553,2024-11-08,True,0.0,free,,,0.0,True,treatment,14
554,2024-11-09,True,0.0,free,,,0.0,True,treatment,9
555,2024-11-09,True,0.0,free,,,0.0,True,control,8
556,2024-11-10,True,1.0,pro,4.0,annual,39.84,True,treatment,18
557,2024-11-10,True,0.0,free,,,0.0,True,control,8
558,2024-11-10,True,1.0,pro,4.0,monthly,48.0,True,control,10
559,2024-11-11,True,0.0,free,,,0.0,True,treatment,9
560,2024-11-11,True,0.0,free,,,0.0,True,control,6
561,2024-11-11,True,0.0,free,,,0.0,True,treatment,9
562,2024-11-11,True,1.0,pro,10.0,monthly,120.0,True,treatment,8
563,2024-11-11,True,0.0,free,,,0.0,True,control,5
564,2024-11-12,True,0.0,free,,,0.0,True,control,7
565,2024-11-12,True,0.0,free,,,0.0,True,treatment,22
566,2024-11-12,True,0.0,free,,,0.0,True,control,13
567,2024-11-12,True,0.0,free,,,0.0,True,control,4
568,2024-11-13,True,0.0,free,,,0.0,True,treatment,8
569,2024-11-14,True,0.0,free,,,0.0,True,control,7
570,2024-11-14,True,0.0,free,,,0.0,True,control,3
571,2024-11-14,True,1.0,pro,1.0,monthly,12.0,True,control,9
572,2024-11-14,True,0.0,free,,,0.0,True,treatment,5
573,2024-11-14,True,0.0,free,,,0.0,True,control,6
574,2024-11-15,True,0.0,free,,,0.0,True,control,4
575,2024-11-15,True,1.0,pro,17.0,annual,169.32,True,treatment,16
576,2024-11-15,True,0.0,free,,,0.0,True,control,9
577,2024-11-15,True,0.0,free,,,0.0,True,treatment,4
578,2024-11-15,True,0.0,free,,,0.0,True,control,1
579,2024-11-17,True,1.0,pro,4.0,monthly,48.0,True,treatment,12
580,2024-11-18,True,0.0,free,,,0.0,True,control,10
581,2024-11-19,True,0.0,free,,,0.0,True,control,16
582,2024-11-19,True,0.0,free,,,0.0,True,control,12
583,2024-11-19,True,0.0,free,,,0.0,True,treatment,5
584,2024-11-19,True,1.0,pro,1.0,monthly,12.0,True,control,8
585,2024-11-20,True,0.0,free,,,0.0,True,control,3
586,2024-11-20,True,0.0,free,,,0.0,True,control,8
587,2024-11-20,True,0.0,free,,,0.0,True,control,1
588,2024-11-21,True,0.0,free,,,0.0,True,treatment,13
589,2024-11-21,True,1.0,pro,8.0,annual,79.68,True,control,11
590,2024-11-22,True,0.0,free,,,0.0,True,treatment,6
591,2024-11-23,True,0.0,free,,,0.0,True,control,7
592,2024-11-23,True,1.0,pro,5.0,monthly,60.0,True,treatment,9
593,2024-11-23,True,0.0,free,,,0.0,True,control,5
594,2024-11-25,True,1.0,pro,5.0,monthly,60.0,True,control,16
595,2024-11-25,True,0.0,free,,,0.0,True,treatment,4
596,2024-11-25,True,0.0,free,,,0.0,True,control,14
597,2024-11-25,True,0.0,free,,,0.0,True,control,9
598,2024-11-26,True,0.0,free,,,0.0,True,control,15
599,2024-11-26,True,0.0,free,,,0.0,True,treatment,5
600,2024-11-26,True,0.0,free,,,0.0,True,treatment,10
601,2024-11-26,True,0.0,free,,,0.0,True,treatment,5
602,2024-11-27,True,1.0,team,1.0,annual,24.07,True,control,6
603,2024-11-27,True,1.0,pro,4.0,monthly,48.0,True,treatment,9
604,2024-11-28,True,0.0,free,,,0.0,True,treatment,5
605,2024-11-28,True,0.0,free,,,0.0,True,control,4
606,2024-11-28,True,0.0,free,,,0.0,True,treatment,8
607,2024-11-29,True,1.0,pro,8.0,annual,79.68,True,control,4
608,2024-11-30,True,0.0,free,,,0.0,True,treatment,11
609,2024-11-30,True,0.0,free,,,0.0,True,treatment,7
610,2024-11-30,True,0.0,free,,,0.0,True,treatment,18
611,2024-12-01,True,0.0,free,,,0.0,True,control,5
612,2024-12-02,True,0.0,free,,,0.0,True,control,11
613,2024-12-02,True,0.0,free,,,0.0,True,treatment,6
614,2024-12-02,True,1.0,pro,7.0,monthly,84.0,True,control,1
615,2024-12-02,True,0.0,free,,,0.0,True,control,3
616,2024-12-03,True,0.0,free,,,0.0,True,treatment,0
617,2024-12-03,True,0.0,free,,,0.0,True,control,5
618,2024-12-04,True,0.0,free,,,0.0,True,treatment,17
619,2024-12-04,True,1.0,pro,1.0,annual,9.96,True,treatment,8
620,2024-12-04,True,1.0,pro,1.0,monthly,12.0,True,control,8
621,2024-12-05,True,1.0,pro,3.0,annual,29.88,True,control,11
622,2024-12-05,True,0.0,free,,,0.0,True,control,7
623,2024-12-05,True,0.0,free,,,0.0,True,control,1
624,2024-12-05,True,0.0,free,,,0.0,True,control,14
625,2024-12-06,True,0.0,free,,,0.0,True,control,11
626,2024-12-06,True,0.0,free,,,0.0,True,treatment,7
627,2024-12-08,True,0.0,free,,,0.0,True,treatment,7
628,2024-12-08,True,0.0,free,,,0.0,True,control,9
629,2024-12-08,True,0.0,free,,,0.0,True,treatment,12
630,2024-12-08,True,0.0,free,,,0.0,True,control,2
631,2024-12-09,True,0.0,free,,,0.0,True,control,9
632,2024-12-09,True,0.0,free,,,0.0,True,control,6
633,2024-12-09,True,0.0,free,,,0.0,True,control,6
634,2024-12-10,True,0.0,free,,,0.0,True,treatment,16
635,2024-12-10,True,0.0,free,,,0.0,True,treatment,6
636,2024-12-10,True,1.0,pro,22.0,annual,219.12,True,treatment,6
637,2024-12-10,True,1.0,pro,1.0,annual,9.96,True,control,11
638,2024-12-11,True,0.0,free,,,0.0,True,treatment,4
639,2024-12-11,True,1.0,team,3.0,annual,72.21,True,control,8
640,2024-12-13,True,0.0,free,,,0.0,True,treatment,6
641,2024-12-13,True,1.0,pro,1.0,monthly,12.0,True,control,5
642,2024-12-14,True,0.0,free,,,0.0,True,control,5
643,2024-12-14,True,0.0,free,,,0.0,True,control,8
644,2024-12-15,True,0.0,free,,,0.0,True,treatment,9
645,2024-12-16,True,0.0,free,,,0.0,True,treatment,10
646,2024-12-16,True,1.0,team,3.0,monthly,87.0,True,treatment,6
647,2024-12-16,True,0.0,free,,,0.0,True,control,4
648,2024-12-16,True,0.0,free,,,0.0,True,control,5
649,2024-12-17,True,0.0,free,,,0.0,True,treatment,3
650,2024-12-17,True,0.0,free,,,0.0,True,treatment,9
651,2024-12-18,True,0.0,free,,,0.0,True,control,9
652,2024-12-18,True,0.0,free,,,0.0,True,control,18
653,2024-12-18,True,0.0,free,,,0.0,True,control,5
654,2024-12-18,True,1.0,team,19.0,monthly,551.0,True,control,7
655,2024-12-18,True,0.0,free,,,0.0,True,treatment,4
656,2024-12-19,True,0.0,free,,,0.0,True,treatment,4
657,2024-12-19,True,0.0,free,,,0.0,True,treatment,11
658,2024-12-19,True,0.0,free,,,0.0,True,treatment,13
659,2024-12-20,True,1.0,pro,8.0,monthly,96.0,True,control,4
660,2024-12-20,True,0.0,free,,,0.0,True,treatment,9
661,2024-12-21,True,0.0,free,,,0.0,True,treatment,4
662,2024-12-23,True,1.0,team,2.0,annual,48.14,True,control,10
663,2024-12-23,True,0.0,free,,,0.0,True,treatment,9
664,2024-12-23,True,0.0,free,,,0.0,True,treatment,10
665,2024-12-23,True,0.0,free,,,0.0,True,control,4
666,2024-12-23,True,0.0,free,,,0.0,True,treatment,12
667,2024-12-24,True,0.0,free,,,0.0,True,control,17
668,2024-12-24,True,0.0,free,,,0.0,True,treatment,6
669,2024-12-24,True,0.0,free,,,0.0,True,treatment,5
670,2024-12-24,True,1.0,pro,23.0,annual,229.08,True,treatment,3
671,2024-12-24,True,1.0,pro,12.0,annual,119.52,True,treatment,13
672,2024-12-25,True,0.0,free,,,0.0,True,control,13
673,2024-12-25,True,0.0,free,,,0.0,True,control,2
674,2024-12-26,True,1.0,team,3.0,annual,72.21,True,treatment,10
675,2024-12-26,True,0.0,free,,,0.0,True,treatment,6
676,2024-12-26,True,1.0,pro,4.0,monthly,48.0,True,treatment,1
677,2024-12-26,True,0.0,free,,,0.0,True,control,6
678,2024-12-26,True,0.0,free,,,0.0,True,control,6
679,2024-12-26,True,0.0,free,,,0.0,True,treatment,4
680,2024-12-27,True,1.0,pro,5.0,monthly,60.0,True,control,4
681,2024-12-27,True,1.0,pro,27.0,monthly,324.0,True,control,18
682,2024-12-27,True,0.0,free,,,0.0,True,control,13
683,2024-12-27,True,1.0,pro,9.0,monthly,108.0,True,control,4
684,2024-12-27,True,1.0,pro,1.0,monthly,12.0,True,treatment,8
685,2024-12-28,True,0.0,free,,,0.0,True,treatment,5
686,2024-12-28,True,0.0,free,,,0.0,True,treatment,8
687,2024-12-29,True,1.0,pro,1.0,annual,9.96,True,control,2
688,2024-12-29,True,0.0,free,,,0.0,True,control,10
689,2024-12-30,True,0.0,free,,,0.0,True,treatment,1
690,2024-12-30,True,0.0,free,,,0.0,True,control,11
691,2024-12-31,True,1.0,pro,5.0,monthly,60.0,True,treatment,8
692,2024-12-31,True,0.0,free,,,0.0,True,treatment,9
693,2024-12-31,True,0.0,free,,,0.0,True,treatment,6
694,2025-01-01,True,0.0,free,,,0.0,True,treatment,4
695,2025-01-01,True,0.0,free,,,0.0,True,control,6
696,2025-01-01,True,0.0,free,,,0.0,True,treatment,3
697,2025-01-01,True,1.0,team,4.0,annual,96.28,True,control,13
698,2025-01-02,True,0.0,free,,,0.0,True,control,4
699,2025-01-02,True,1.0,team,18.0,monthly,522.0,True,control,10
700,2025-01-03,True,0.0,free,,,0.0,True,control,9
701,2025-01-04,True,1.0,pro,4.0,annual,39.84,True,treatment,14
702,2025-01-04,True,0.0,free,,,0.0,True,control,7
703,2025-01-05,True,1.0,pro,13.0,monthly,156.0,True,treatment,8
704,2025-01-05,True,0.0,free,,,0.0,True,control,4
705,2025-01-05,True,0.0,free,,,0.0,True,treatment,3
706,2025-01-05,True,0.0,free,,,0.0,True,treatment,6
707,2025-01-06,True,0.0,free,,,0.0,True,treatment,7
708,2025-01-06,True,0.0,free,,,0.0,True,treatment,3
709,2025-01-06,True,1.0,pro,3.0,monthly,36.0,True,treatment,1
710,2025-01-06,True,0.0,free,,,0.0,True,control,7
711,2025-01-06,True,0.0,free,,,0.0,True,treatment,3
712,2025-01-07,True,1.0,pro,8.0,monthly,96.0,True,control,12
713,2025-01-07,True,0.0,free,,,0.0,True,treatment,17
714,2025-01-07,True,0.0,free,,,0.0,True,treatment,4
715,2025-01-07,True,1.0,pro,2.0,monthly,24.0,True,treatment,8
716,2025-01-07,True,0.0,free,,,0.0,True,treatment,6
717,2025-01-07,True,0.0,free,,,0.0,True,control,10
718,2025-01-08,True,0.0,free,,,0.0,True,treatment,7
719,2025-01-08,True,0.0,free,,,0.0,True,treatment,4
720,2025-01-08,True,1.0,pro,10.0,monthly,120.0,True,treatment,8
721,2025-01-08,True,0.0,free,,,0.0,True,treatment,12
722,2025-01-09,True,0.0,free,,,0.0,True,treatment,16
723,2025-01-09,True,0.0,free,,,0.0,True,control,4
724,2025-01-09,True,0.0,free,,,0.0,True,treatment,4
725,2025-01-09,True,0.0,free,,,0.0,True,treatment,19
726,2025-01-09,True,1.0,pro,21.0,monthly,252.0,True,treatment,3
727,2025-01-09,True,0.0,free,,,0.0,True,control,1
728,2025-01-09,True,0.0,free,,,0.0,True,control,7
729,2025-01-09,True,0.0,free,,,0.0,True,treatment,6
730,2025-01-09,True,0.0,free,,,0.0,True,control,3
731,2025-01-10,True,0.0,free,,,0.0,True,control,6
732,2025-01-10,True,0.0,free,,,0.0,True,control,8
733,2025-01-10,True,0.0,free,,,0.0,True,control,5
734,2025-01-11,True,0.0,free,,,0.0,True,control,8
735,2025-01-12,True,0.0,free,,,0.0,True,control,8
736,2025-01-12,True,1.0,pro,15.0,monthly,180.0,True,treatment,10
737,2025-01-14,True,1.0,pro,6.0,annual,59.76,True,control,7
738,2025-01-14,True,0.0,free,,,0.0,True,control,6
739,2025-01-14,True,0.0,free,,,0.0,True,control,3
740,2025-01-15,True,0.0,free,,,0.0,True,treatment,7
741,2025-01-15,True,1.0,team,7.0,monthly,203.0,True,treatment,3
742,2025-01-16,True,0.0,free,,,0.0,True,control,3
743,2025-01-16,True,1.0,pro,10.0,annual,99.6,True,control,9
744,2025-01-17,True,1.0,team,20.0,annual,481.4,True,treatment,4
745,2025-01-17,True,1.0,pro,5.0,monthly,60.0,True,treatment,4
746,2025-01-17,True,0.0,free,,,0.0,True,treatment,10
747,2025-01-17,True,0.0,free,,,0.0,True,treatment,15
748,2025-01-19,True,0.0,free,,,0.0,True,treatment,10
749,2025-01-19,True,1.0,pro,3.0,annual,29.88,True,control,3
750,2025-01-20,True,1.0,pro,16.0,annual,159.36,True,treatment,9
751,2025-01-20,True,1.0,pro,4.0,monthly,48.0,True,control,5
752,2025-01-20,True,0.0,free,,,0.0,True,control,6
753,2025-01-21,True,0.0,free,,,0.0,True,control,7
754,2025-01-21,True,0.0,free,,,0.0,True,treatment,7
755,2025-01-21,True,1.0,pro,5.0,monthly,60.0,True,treatment,5
756,2025-01-21,True,0.0,free,,,0.0,True,control,1
757,2025-01-21,True,0.0,free,,,0.0,True,treatment,5
758,2025-01-21,True,0.0,free,,,0.0,True,control,8
759,2025-01-21,True,0.0,free,,,0.0,True,treatment,9
760,2025-01-22,True,0.0,free,,,0.0,True,treatment,9
761,2025-01-22,True,0.0,free,,,0.0,True,treatment,11
762,2025-01-22,True,0.0,free,,,0.0,True,control,4
763,2025-01-23,True,0.0,free,,,0.0,True,treatment,3
764,2025-01-23,True,0.0,free,,,0.0,True,treatment,9
765,2025-01-24,True,0.0,free,,,0.0,True,treatment,8
766,2025-01-24,True,0.0,free,,,0.0,True,control,15
767,2025-01-24,True,0.0,free,,,0.0,True,treatment,13
768,2025-01-24,True,0.0,free,,,0.0,True,treatment,8
769,2025-01-24,True,0.0,free,,,0.0,True,control,7
770,2025-01-24,True,0.0,free,,,0.0,True,control,6
771,2025-01-25,True,0.0,free,,,0.0,True,treatment,9
772,2025-01-25,True,1.0,pro,9.0,annual,89.64,True,treatment,19
773,2025-01-25,True,1.0,team,26.0,monthly,754.0,True,treatment,8
774,2025-01-25,True,0.0,free,,,0.0,True,control,3
775,2025-01-26,True,1.0,pro,3.0,monthly,36.0,True,control,4
776,2025-01-27,True,0.0,free,,,0.0,True,treatment,5
777,2025-01-27,True,0.0,free,,,0.0,True,treatment,6
778,2025-01-28,True,0.0,free,,,0.0,True,control,9
779,2025-01-29,True,0.0,free,,,0.0,True,control,6
780,2025-01-29,True,0.0,free,,,0.0,True,treatment,3
781,2025-01-30,True,1.0,team,9.0,monthly,261.0,True,treatment,9
782,2025-01-30,True,0.0,free,,,0.0,True,control,6
783,2025-01-30,True,0.0,free,,,0.0,True,control,5
784,2025-01-31,True,0.0,free,,,0.0,True,control,5
785,2025-01-31,True,1.0,pro,7.0,monthly,84.0,True,control,8
786,2025-01-31,True,1.0,team,27.0,monthly,783.0,True,control,6
787,2025-01-31,True,0.0,free,,,0.0,True,control,6
788,2025-02-01,True,1.0,team,25.0,monthly,725.0,True,treatment,7
789,2025-02-01,True,0.0,free,,,0.0,True,control,3
790,2025-02-02,True,0.0,free,,,0.0,True,control,6
791,2025-02-02,True,0.0,free,,,0.0,True,control,9
792,2025-02-02,True,0.0,free,,,0.0,True,control,4
793,2025-02-03,True,1.0,pro,4.0,annual,39.84,True,control,16
794,2025-02-03,True,1.0,team,11.0,monthly,319.0,True,control,1
795,2025-02-04,True,0.0,free,,,0.0,True,control,5
796,2025-02-04,True,1.0,team,7.0,monthly,203.0,True,control,6
797,2025-02-05,True,0.0,free,,,0.0,True,treatment,7
798,2025-02-06,True,0.0,free,,,0.0,True,control,18
799,2025-02-06,True,0.0,free,,,0.0,True,treatment,11
800,2025-02-06,True,0.0,free,,,0.0,True,treatment,6
801,2025-02-06,True,0.0,free,,,0.0,True,treatment,6
802,2025-02-07,True,1.0,pro,1.0,monthly,12.0,True,control,11
803,2025-02-07,True,0.0,free,,,0.0,True,control,9
804,2025-02-07,True,1.0,pro,1.0,annual,9.96,True,treatment,7
805,2025-02-07,True,0.0,free,,,0.0,True,treatment,15
806,2025-02-07,True,0.0,free,,,0.0,True,treatment,11
807,2025-02-08,True,1.0,team,15.0,monthly,435.0,True,control,8
808,2025-02-09,True,1.0,team,19.0,monthly,551.0,True,control,6
809,2025-02-09,True,1.0,pro,1.0,annual,9.96,True,treatment,15
810,2025-02-10,True,1.0,pro,2.0,monthly,24.0,True,treatment,4
811,2025-02-10,True,1.0,pro,5.0,monthly,60.0,True,treatment,5
812,2025-02-10,True,0.0,free,,,0.0,True,treatment,9
813,2025-02-11,True,1.0,pro,1.0,monthly,12.0,True,control,8
814,2025-02-12,True,1.0,pro,1.0,annual,9.96,True,control,15
815,2025-02-12,True,0.0,free,,,0.0,True,control,5
816,2025-02-12,True,0.0,free,,,0.0,True,control,9
817,2025-02-12,True,1.0,team,8.0,monthly,232.0,True,control,7
818,2025-02-13,True,0.0,free,,,0.0,True,treatment,10
819,2025-02-13,True,1.0,pro,1.0,monthly,12.0,True,treatment,7
820,2025-02-13,True,0.0,free,,,0.0,True,treatment,3
821,2025-02-14,True,0.0,free,,,0.0,True,control,7
822,2025-02-14,True,0.0,free,,,0.0,True,treatment,9
823,2025-02-14,True,0.0,free,,,0.0,True,treatment,2
824,2025-02-16,True,0.0,free,,,0.0,True,control,12
825,2025-02-16,True,0.0,free,,,0.0,True,treatment,4
826,2025-02-17,True,1.0,pro,3.0,monthly,36.0,True,treatment,4
827,2025-02-17,True,0.0,free,,,0.0,True,treatment,4
828,2025-02-17,True,0.0,free,,,0.0,True,control,9
829,2025-02-17,True,1.0,pro,7.0,monthly,84.0,True,control,13
830,2025-02-18,True,0.0,free,,,0.0,True,treatment,10
831,2025-02-19,True,1.0,team,17.0,monthly,493.0,True,control,2
832,2025-02-19,True,0.0,free,,,0.0,True,treatment,11
833,2025-02-19,True,0.0,free,,,0.0,True,control,6
834,2025-02-20,True,0.0,free,,,0.0,True,control,1
835,2025-02-21,True,1.0,pro,2.0,monthly,24.0,True,treatment,6
836,2025-02-21,True,1.0,pro,4.0,annual,39.84,True,treatment,8
837,2025-02-22,True,1.0,pro,1.0,monthly,12.0,True,control,4
838,2025-02-22,True,1.0,pro,5.0,monthly,60.0,True,control,11
839,2025-02-24,True,0.0,free,,,0.0,True,control,5
840,2025-02-24,True,0.0,free,,,0.0,True,control,3
841,2025-02-24,True,0.0,free,,,0.0,True,control,4
842,2025-02-25,True,1.0,pro,1.0,monthly,12.0,True,control,9
843,2025-02-25,True,0.0,free,,,0.0,True,control,7
844,2025-02-25,True,0.0,free,,,0.0,True,treatment,3
845,2025-02-26,True,0.0,free,,,0.0,True,control,3
846,2025-02-26,True,0.0,free,,,0.0,True,control,7
847,2025-02-27,True,1.0,pro,4.0,monthly,48.0,True,control,17
848,2025-02-27,True,1.0,team,8.0,monthly,232.0,True,control,4
849,2025-02-27,True,1.0,pro,1.0,monthly,12.0,True,treatment,7
850,2025-02-27,True,1.0,pro,14.0,monthly,168.0,True,treatment,7
851,2025-02-27,True,0.0,free,,,0.0,True,control,5
852,2025-02-28,True,0.0,free,,,0.0,True,control,14
853,2025-02-28,True,0.0,free,,,0.0,True,treatment,10
854,2025-02-28,True,1.0,pro,4.0,annual,39.84,True,control,8
855,2025-02-28,True,0.0,free,,,0.0,True,control,5
856,2025-02-28,True,0.0,free,,,0.0,True,control,6
857,2025-03-01,True,0.0,free,,,0.0,True,treatment,11
858,2025-03-01,True,0.0,free,,,0.0,True,control,7
859,2025-03-01,True,1.0,pro,3.0,monthly,36.0,True,treatment,7
860,2025-03-01,True,1.0,team,2.0,monthly,58.0,True,control,2
861,2025-03-02,True,1.0,pro,1.0,monthly,12.0,True,treatment,11
862,2025-03-02,True,0.0,free,,,0.0,True,treatment,4
863,2025-03-03,True,0.0,free,,,0.0,True,treatment,13
864,2025-03-03,True,1.0,pro,25.0,monthly,300.0,True,control,4
865,2025-03-04,True,1.0,team,27.0,monthly,783.0,True,treatment,3
866,2025-03-04,True,1.0,pro,5.0,monthly,60.0,True,treatment,3
867,2025-03-04,True,0.0,free,,,0.0,True,control,3
868,2025-03-04,True,0.0,free,,,0.0,True,control,2
869,2025-03-04,True,0.0,free,,,0.0,True,control,13
