account_id,engagement_propensity,p_activate_true,p_convert_true,p_annual_true,p_late_upgrade_true
545,0.3378,0.3927,0.1323,0.3059,0.061
546,0.0935,0.2271,0.0855,0.0588,0.0303
547,0.2022,0.3154,0.1041,0.1296,0.0415
548,0.4052,0.4336,0.6099,0.4304,
549,0.539,0.4722,0.6714,0.6879,
550,0.3607,0.3642,0.5886,0.3461,0.0651
551,0.0563,0.2424,0.0799,0.0443,0.0272
552,0.0963,0.2283,0.086,0.06,0.0305
553,0.6379,0.578,0.2174,0.8294,0.6206
554,0.351,0.4006,0.5839,0.3288,0.0633
555,0.2527,0.3433,0.1139,0.1824,0.0479
556,0.5627,0.5316,0.6818,0.7685,
557,0.2683,0.3521,0.1171,0.2018,0.0501
558,0.2782,0.3179,0.5481,0.2148,
559,0.5198,0.5048,0.1799,0.654,0.597
560,0.0467,0.2072,0.0785,0.0412,0.0264
561,0.3141,0.3377,0.1269,0.2672,0.0571
562,0.3887,0.4235,0.1444,0.452,
563,0.3572,0.4044,0.1368,0.3398,0.0644
564,0.2443,0.2998,0.1123,0.1726,0.0468
565,0.7279,0.5893,0.2496,0.909,0.6818
566,0.3145,0.3789,0.127,0.2678,0.0571
567,0.201,0.2776,0.1039,0.1286,0.0413
568,0.2758,0.3166,0.1187,0.2116,0.0512
569,0.1627,0.2945,0.4905,0.098,0.037
570,0.1764,0.2655,0.0994,0.1081,0.0385
571,0.1424,0.2492,0.4804,0.0845,
572,0.1302,0.2436,0.0915,0.0773,0.0337
573,0.2278,0.3294,0.109,0.1546,0.0446
574,0.1811,0.3041,0.1003,0.1118,0.039
575,0.4533,0.4633,0.6326,0.5804,
576,0.337,0.3922,0.1321,0.3046,0.0609
577,0.2115,0.3205,0.1059,0.1383,0.0426
578,0.1151,0.2367,0.4668,0.0691,0.0322
579,0.4404,0.4115,0.6266,0.5551,
580,0.4742,0.4763,0.1669,0.5676,0.5637
581,0.5069,0.4967,0.1762,0.6303,0.0974
582,0.3219,0.3833,0.5697,0.2796,0.0583
583,0.4233,0.4447,0.1532,0.4662,0.0775
584,0.2749,0.3161,0.5465,0.2104,
585,0.1008,0.2303,0.0867,0.0621,0.0309
586,0.1623,0.2943,0.0969,0.0977,0.037
587,0.1624,0.2943,0.0969,0.0977,0.037
588,0.6098,0.5164,0.208,0.7952,0.6599
589,0.5166,0.5028,0.6615,0.6482,
590,0.1735,0.3001,0.0989,0.1059,0.0382
591,0.0742,0.2507,0.0826,0.0508,0.0286
592,0.4832,0.4376,0.6464,0.6373,
593,0.2911,0.3653,0.1219,0.2327,0.0535
594,0.495,0.4893,0.6517,0.6079,
595,0.3805,0.3758,0.1424,0.3828,0.0688
596,0.4837,0.4379,0.1695,0.5861,0.0915
597,0.3254,0.3854,0.1295,0.2853,0.0589
598,0.2622,0.3487,0.1159,0.194,0.0492
599,0.0795,0.221,0.0834,0.0529,0.0291
600,0.5997,0.5545,0.6976,0.7818,0.5933
601,0.1574,0.2563,0.0961,0.0943,0.0364
602,0.1777,0.2661,0.498,0.1091,
603,0.2118,0.3206,0.5151,0.1669,
604,0.221,0.2878,0.1077,0.1476,0.0438
605,0.1897,0.272,0.504,0.1188,0.04
606,0.2896,0.3644,0.1216,0.2306,0.0532
607,0.4416,0.456,0.6271,0.5028,
608,0.4092,0.3927,0.6118,0.4383,0.0745
609,0.2682,0.3125,0.1171,0.2016,0.0501
610,0.6261,0.5266,0.7087,0.8156,0.6122
611,0.3416,0.3533,0.1332,0.3124,0.0617
612,0.3501,0.3581,0.1351,0.3272,0.0632
613,0.2539,0.3049,0.1142,0.1838,0.0481
614,0.2823,0.3202,0.5501,0.2204,
615,0.056,0.211,0.0798,0.0442,0.0271
616,0.1824,0.3048,0.1005,0.1128,0.0392
617,0.2592,0.3077,0.5387,0.1903,0.0488
618,0.4036,0.4326,0.1481,0.4273,0.0734
619,0.3993,0.3869,0.6071,0.4731,
620,0.3088,0.3756,0.1258,0.259,
621,0.5554,0.527,0.6786,0.7153,
622,0.3742,0.4146,0.5951,0.371,0.0676
623,0.0501,0.2396,0.4346,0.0423,0.0267
624,0.5025,0.494,0.1749,0.6221,0.0963
625,0.359,0.4054,0.1372,0.3431,0.0648
626,0.2383,0.2967,0.1111,0.1659,0.046
627,0.2864,0.3625,0.1209,0.2261,0.0528
628,0.2537,0.3439,0.1141,0.1836,0.0481
629,0.5448,0.4758,0.1874,0.6978,0.553
630,0.1848,0.2696,0.5016,0.1147,0.0394
631,0.5636,0.5321,0.6822,0.7285,0.6282
632,0.2374,0.3347,0.1109,0.1649,0.0459
633,0.2466,0.3011,0.1127,0.1752,0.0471
634,0.5591,0.5293,0.6802,0.7213,0.625
635,0.2176,0.286,0.107,0.1442,0.0433
636,0.1324,0.2446,0.4754,0.096,
637,0.2199,0.2872,0.1075,0.1465,
638,0.3546,0.4028,0.1362,0.3352,0.064
639,0.3093,0.3759,0.5635,0.2597,
640,0.1682,0.2974,0.098,0.1019,0.0376
641,0.1065,0.2328,0.0876,0.0648,
642,0.2848,0.3215,0.1206,0.2239,0.0525
643,0.2197,0.3249,0.1075,0.1463,0.0436
644,0.2348,0.3333,0.1104,0.162,0.0455
645,0.5827,0.4995,0.1992,0.7577,0.6414
646,0.2348,0.3333,0.1104,0.1941,
647,0.2194,0.3248,0.1074,0.146,0.0436
648,0.1475,0.2516,0.0944,0.0877,0.0354
649,0.1192,0.2385,0.0896,0.0712,0.0326
650,0.4165,0.4405,0.1514,0.4527,0.076
651,0.2884,0.3235,0.1214,0.2289,0.0531
652,0.4107,0.3936,0.1499,0.4412,0.0748
653,0.227,0.329,0.1089,0.1537,0.0445
654,0.2716,0.3144,0.1178,0.2061,
655,0.1588,0.2925,0.0963,0.0952,0.0366
656,0.0391,0.2041,0.0774,0.0388,0.0258
657,0.4695,0.4734,0.1656,0.5583,0.088
658,0.4556,0.4647,0.6336,0.5307,0.0847
659,0.0897,0.2254,0.4541,0.0571,
660,0.3894,0.381,0.1446,0.3998,0.0705
661,0.1455,0.2856,0.094,0.0865,0.0352
662,0.4473,0.4596,0.6298,0.5142,
663,0.3348,0.3494,0.1316,0.3008,0.0605
664,0.1956,0.3119,0.1029,0.1238,0.0407
665,0.2203,0.2874,0.5193,0.1469,0.0437
666,0.3329,0.3898,0.1312,0.2977,0.0602
667,0.4831,0.4376,0.1694,0.5849,0.0913
668,0.069,0.2165,0.0818,0.0488,0.0282
669,0.0202,0.2262,0.0747,0.0336,0.0245
670,0.1685,0.2975,0.4934,0.1241,
671,0.5558,0.5273,0.1908,0.7585,
672,0.5474,0.4774,0.1882,0.7021,0.5549
673,0.0971,0.2286,0.0861,0.0604,0.0306
674,0.5165,0.4582,0.6614,0.6964,
675,0.2132,0.3214,0.1062,0.1399,0.0428
676,0.2644,0.3499,0.5413,0.2338,
677,0.1436,0.2847,0.481,0.0853,0.035
678,0.4032,0.3892,0.148,0.4265,0.0733
679,0.0241,0.198,0.0753,0.0346,0.0247
680,0.2373,0.2962,0.5278,0.1648,
681,0.4417,0.4561,0.6272,0.503,
682,0.5977,0.5089,0.6968,0.779,0.6517
683,0.1261,0.2759,0.0908,0.075,
684,0.2063,0.2803,0.1049,0.1609,
685,0.297,0.3282,0.1232,0.2413,0.0544
686,0.4327,0.4505,0.1556,0.485,0.0795
687,0.3611,0.4067,0.5888,0.3469,
688,0.3988,0.3866,0.1469,0.4179,0.0724
689,0.0646,0.2462,0.0811,0.0472,0.0278
690,0.4072,0.3916,0.1491,0.4344,0.0741
691,0.3402,0.3525,0.5786,0.3588,
692,0.5015,0.4489,0.6547,0.6202,0.096
693,0.3589,0.3632,0.5877,0.3429,0.0648
694,0.1828,0.2686,0.1006,0.1131,0.0392
695,0.1166,0.2711,0.0892,0.0699,0.0324
696,0.2604,0.3477,0.1155,0.1918,0.049
697,0.618,0.5658,0.2107,0.8057,
698,0.111,0.2348,0.0883,0.067,0.0319
699,0.3272,0.3864,0.5723,0.2882,
700,0.2472,0.3014,0.1128,0.1759,0.0472
701,0.6961,0.5699,0.7367,0.9061,
702,0.4553,0.4645,0.6335,0.5301,0.0846
703,0.234,0.3328,0.5261,0.1931,
704,0.0848,0.2233,0.0842,0.055,0.0295
705,0.1518,0.2889,0.0951,0.0905,0.0359
706,0.0423,0.2054,0.0779,0.0398,0.0261
707,0.2475,0.3015,0.5329,0.1763,0.0472
708,0.0903,0.2257,0.085,0.0574,0.03
709,0.062,0.245,0.4405,0.057,
710,0.3751,0.3726,0.1411,0.3726,0.0678
711,0.0844,0.2231,0.0841,0.0549,0.0295
712,0.3324,0.3895,0.1311,0.2968,
713,0.5446,0.4757,0.1874,0.6974,0.1078
714,0.2263,0.3286,0.5223,0.153,0.0444
715,0.2452,0.3391,0.5317,0.2074,
716,0.032,0.2012,0.0764,0.0368,0.0253
717,0.3041,0.3728,0.5609,0.2518,0.0555
718,0.3757,0.4155,0.1412,0.3738,0.0679
719,0.1314,0.2785,0.4749,0.078,0.0338
720,0.4582,0.4663,0.1625,0.5899,
721,0.5117,0.4552,0.1775,0.6392,0.5911
722,0.549,0.523,0.1887,0.7048,0.6179
723,0.0872,0.2243,0.0846,0.056,0.0297
724,0.0904,0.2257,0.085,0.0574,0.03
725,0.5589,0.4846,0.1918,0.721,0.112
726,0.1524,0.2539,0.4854,0.1108,
727,0.0745,0.2188,0.0826,0.0509,0.0287
728,0.2635,0.31,0.1161,0.1957,0.0494
729,0.1865,0.307,0.1012,0.1161,0.0396
730,0.1762,0.3016,0.0994,0.1079,0.0385
731,0.2299,0.3306,0.1094,0.1568,0.0449
732,0.2504,0.342,0.1135,0.1797,0.0476
733,0.037,0.2336,0.0771,0.0382,0.0257
734,0.2581,0.3464,0.115,0.1889,0.0487
735,0.195,0.2746,0.1028,0.1233,0.0406
736,0.359,0.4054,0.5877,0.3941,
737,0.4157,0.3966,0.6149,0.4511,
738,0.1383,0.282,0.0928,0.082,0.0345
739,0.0866,0.2566,0.0845,0.0558,0.0297
740,0.4791,0.4794,0.1682,0.5772,0.0903
741,0.0881,0.2247,0.4534,0.0693,
742,0.1009,0.2634,0.0867,0.0621,0.0309
743,0.3704,0.4123,0.14,0.3639,
744,0.4709,0.4742,0.6407,0.6142,
745,0.0704,0.2171,0.082,0.0607,
746,0.5711,0.4922,0.1956,0.7402,0.6334
747,0.275,0.3162,0.1185,0.2105,0.0511
748,0.2662,0.3509,0.5422,0.1991,0.0498
749,0.1304,0.2436,0.0915,0.0774,
750,0.3997,0.3871,0.1472,0.4739,
751,0.2788,0.3183,0.5484,0.2156,
752,0.2925,0.3257,0.1222,0.2347,0.0537
753,0.2133,0.2838,0.1062,0.14,0.0428
754,0.2732,0.3549,0.1182,0.2082,0.0508
755,0.2734,0.3153,0.1182,0.247,
756,0.1846,0.2695,0.1009,0.1146,0.0394
757,0.1717,0.2632,0.495,0.1045,0.038
758,0.2058,0.3174,0.1048,0.1329,0.0419
759,0.3373,0.3924,0.1322,0.3051,0.0609
760,0.543,0.4747,0.1869,0.6947,0.5517
761,0.397,0.4285,0.606,0.4144,0.072
762,0.2005,0.2774,0.1038,0.1281,0.0413
763,0.2571,0.3066,0.1148,0.1877,0.0485
764,0.3245,0.3848,0.1293,0.2838,0.4519
765,0.3307,0.3885,0.1307,0.294,0.0598
766,0.4624,0.4689,0.1636,0.5443,0.0863
767,0.5218,0.506,0.6638,0.6576,0.5984
768,0.1623,0.2586,0.0969,0.0977,0.037
769,0.189,0.2716,0.1017,0.1182,0.0399
770,0.2338,0.2944,0.1102,0.1609,0.0454
771,0.5365,0.5152,0.1849,0.6836,0.609
772,0.6603,0.5916,0.7226,0.8787,
773,0.6539,0.5439,0.72,0.8732,
774,0.0939,0.2601,0.0856,0.0589,0.0303
775,0.1579,0.292,0.0962,0.0946,
776,0.2213,0.2879,0.5198,0.1479,0.0438
777,0.189,0.3083,0.1017,0.1182,0.0399
778,0.4858,0.4835,0.6475,0.5902,0.5722
779,0.2625,0.3095,0.1159,0.1944,0.0493
780,0.2633,0.3099,0.1161,0.1954,0.0494
781,0.2265,0.3287,0.1088,0.1839,
782,0.5926,0.5057,0.2024,0.7719,0.5881
783,0.3596,0.4058,0.588,0.3441,0.0649
784,0.1698,0.2623,0.0982,0.1031,0.0378
785,0.386,0.4218,0.1438,0.3932,
786,0.412,0.3944,0.6132,0.4438,
787,0.2358,0.2954,0.1106,0.1631,0.0457
788,0.4607,0.4679,0.636,0.5947,
789,0.0527,0.2407,0.0794,0.0431,0.0269
790,0.2124,0.321,0.1061,0.1391,0.0427
791,0.2592,0.3077,0.1153,0.1903,0.0488
792,0.196,0.2751,0.103,0.1242,0.0407
793,0.6066,0.5144,0.7005,0.791,
794,0.1641,0.2595,0.0972,0.099,
795,0.1288,0.2772,0.4736,0.0765,0.0336
796,0.2246,0.2896,0.1084,0.1512,
797,0.1484,0.2871,0.0945,0.0883,0.0355
798,0.6765,0.6013,0.2309,0.8688,0.6475
799,0.4919,0.4873,0.6503,0.6019,0.5767
800,0.307,0.3337,0.1254,0.2562,0.0559
801,0.2283,0.2915,0.1091,0.1551,0.0447
802,0.1843,0.2693,0.5013,0.1143,
803,0.294,0.3669,0.1226,0.2369,0.0539
804,0.268,0.352,0.5431,0.239,
805,0.5769,0.5404,0.1974,0.749,0.5767
806,0.3968,0.3854,0.1464,0.414,0.072
807,0.3566,0.404,0.1367,0.3387,
808,0.1315,0.2786,0.4749,0.078,
809,0.4721,0.475,0.6413,0.6165,
810,0.2215,0.3259,0.5199,0.178,
811,0.0971,0.2616,0.0861,0.0741,
812,0.4074,0.4349,0.1491,0.4348,0.0741
813,0.2137,0.3217,0.1063,0.1404,
814,0.5965,0.5081,0.6963,0.7774,
815,0.3006,0.3708,0.124,0.2466,0.0549
816,0.2557,0.3059,0.1146,0.186,0.0483
817,0.1947,0.2745,0.1027,0.123,
818,0.3486,0.3992,0.1348,0.3246,0.0629
819,0.3907,0.3818,0.603,0.456,
820,0.0713,0.2175,0.0821,0.0497,0.0284
821,0.3159,0.3797,0.5667,0.27,0.0574
822,0.2616,0.309,0.5399,0.1933,0.0492
823,0.065,0.2148,0.0812,0.0473,0.0279
824,0.4302,0.449,0.155,0.48,0.079
825,0.1532,0.2543,0.0953,0.0914,0.036
826,0.0777,0.2202,0.0831,0.0641,
827,0.1095,0.2676,0.464,0.0663,0.0317
828,0.2433,0.338,0.1121,0.1715,0.0467
829,0.5017,0.4935,0.6548,0.6206,
830,0.4696,0.4734,0.1656,0.5585,0.088
831,0.0608,0.213,0.4399,0.0459,
832,0.3396,0.3938,0.1327,0.309,0.0613
833,0.0939,0.2272,0.4562,0.0589,0.0303
834,0.0979,0.229,0.0862,0.0607,0.0307
835,0.2157,0.2851,0.517,0.1713,
836,0.5076,0.4527,0.6574,0.6811,
837,0.0773,0.22,0.448,0.052,
838,0.2936,0.3263,0.1225,0.2363,
839,0.1288,0.2772,0.0912,0.0765,0.0336
840,0.0602,0.2442,0.0805,0.0456,0.0275
841,0.1489,0.2523,0.0946,0.0886,0.0356
842,0.3728,0.3713,0.5944,0.3684,
843,0.2541,0.3441,0.5362,0.1841,0.0481
844,0.0936,0.2271,0.0855,0.0588,0.0303
845,0.0709,0.2173,0.0821,0.0495,0.0284
846,0.5625,0.5314,0.1929,0.7268,0.6274
847,0.6215,0.5679,0.7068,0.81,
848,0.1972,0.3127,0.5078,0.1252,
849,0.2942,0.3671,0.556,0.2792,
850,0.1846,0.2695,0.5015,0.1388,
851,0.2926,0.3661,0.5552,0.2349,0.0537
852,0.5507,0.4795,0.6766,0.7076,0.6191
853,0.3403,0.3525,0.1329,0.3102,0.0615
854,0.3068,0.3336,0.5622,0.2559,
855,0.1831,0.2687,0.5007,0.1134,0.0393
856,0.2555,0.3058,0.1145,0.1858,0.0483
857,0.394,0.3837,0.1457,0.4086,0.0714
858,0.3208,0.3826,0.1284,0.2778,0.0582
859,0.1995,0.2769,0.5089,0.1537,
860,0.0617,0.2134,0.0807,0.0462,
861,0.4294,0.4049,0.6214,0.5333,
862,0.0726,0.218,0.0823,0.0502,0.0285
863,0.5012,0.4487,0.1745,0.6196,0.5835
864,0.0967,0.2285,0.086,0.0602,
865,0.0654,0.215,0.4421,0.0585,
866,0.0284,0.1998,0.0759,0.0442,
867,0.269,0.313,0.1173,0.2027,0.0502
868,0.0841,0.2554,0.0841,0.0547,0.0295
869,0.5503,0.5238,0.6764,0.707,0.6188
870,0.3364,0.3919,0.132,0.3035,0.0608
871,0.2866,0.3627,0.5523,0.2264,
872,0.2719,0.3145,0.1179,0.2064,0.0506
873,0.1483,0.252,0.4833,0.1076,
874,0.243,0.2992,0.5306,0.2046,
875,0.216,0.3229,0.5172,0.1716,
876,0.1433,0.2845,0.0937,0.0851,0.035
877,0.4177,0.3978,0.1517,0.4551,
878,0.137,0.2467,0.0926,0.0812,0.0344
879,0.1324,0.279,0.0918,0.0785,0.0339
880,0.7222,0.5858,0.7467,0.9052,
881,0.14,0.2481,0.4792,0.083,0.0347
882,0.3236,0.3843,0.5705,0.2823,
883,0.177,0.302,0.0995,0.1085,0.0386
884,0.5247,0.4633,0.1814,0.6628,0.6005
885,0.408,0.4353,0.6113,0.4359,0.0743
886,0.1058,0.2325,0.0875,0.0644,0.0314
887,0.2723,0.3147,0.5452,0.207,0.0507
888,0.1464,0.2861,0.0942,0.1061,
889,0.1367,0.2812,0.0925,0.0811,0.0343
890,0.266,0.3508,0.1167,0.1988,0.0498
891,0.0877,0.2245,0.0846,0.0562,0.0298
892,0.3384,0.3931,0.1324,0.3069,0.0611
893,0.0687,0.2481,0.0817,0.0487,0.0282
894,0.1063,0.2327,0.0876,0.0647,0.0314
895,0.5327,0.4683,0.1838,0.677,0.6063
896,0.1531,0.2895,0.4857,0.1113,
897,0.2561,0.3061,0.5371,0.1865,0.0484
898,0.1252,0.2754,0.0906,0.0745,0.0332
899,0.5548,0.5266,0.1905,0.7144,0.622
900,0.0884,0.2574,0.0847,0.0565,0.0298
901,0.3361,0.3917,0.5766,0.303,0.0607
902,0.5896,0.5038,0.2015,0.7677,0.6462
903,0.2659,0.3508,0.1166,0.1987,0.0498
904,0.3508,0.3585,0.1353,0.3284,0.4087
905,0.2557,0.345,0.1146,0.186,0.0483
906,0.1084,0.2671,0.0879,0.0657,0.0316
907,0.0569,0.2114,0.08,0.0445,0.0272
908,0.2123,0.3209,0.106,0.139,0.0427
909,0.1521,0.289,0.0952,0.0907,0.0359
910,0.5209,0.4609,0.1803,0.656,0.1012
911,0.178,0.2662,0.4982,0.1093,0.0387
912,0.2902,0.3245,0.1217,0.2315,0.0533
913,0.0437,0.2367,0.0781,0.0402,0.0262
914,0.3285,0.3458,0.1302,0.2903,0.0594
915,0.2359,0.2955,0.1106,0.1632,0.0457
916,0.4265,0.4031,0.154,0.4726,0.0782
917,0.3795,0.3752,0.1422,0.3809,0.0686
918,0.2679,0.3519,0.1171,0.2389,
919,0.2846,0.3214,0.1205,0.264,
920,0.4143,0.4391,0.6143,0.4484,
921,0.1809,0.304,0.1002,0.1116,0.039
922,0.2157,0.2851,0.1067,0.1423,0.0431
923,0.1361,0.2809,0.0924,0.0807,0.0343
924,0.3002,0.3705,0.559,0.246,0.0549
925,0.405,0.3902,0.6098,0.43,
926,0.2301,0.2924,0.1095,0.157,0.0449
927,0.1371,0.2814,0.0926,0.0993,
928,0.1563,0.2912,0.4873,0.0935,0.0363
929,0.1477,0.2868,0.0944,0.0879,0.0354
930,0.4293,0.4048,0.1547,0.4782,0.0788
931,0.3172,0.3805,0.5674,0.2721,0.0576
932,0.4688,0.4729,0.6397,0.5569,
933,0.2658,0.3507,0.1166,0.1986,0.0498
934,0.5426,0.519,0.673,0.694,
935,0.1908,0.2725,0.102,0.1197,0.0401
936,0.0726,0.218,0.0823,0.0502,0.0285
937,0.5057,0.4515,0.1758,0.6281,0.0971
938,0.5247,0.4633,0.1814,0.6628,0.1022
939,0.3308,0.3886,0.1307,0.2942,0.0598
940,0.4978,0.491,0.1735,0.6132,0.581
941,0.2725,0.3149,0.5453,0.2072,0.0507
942,0.3018,0.3309,0.1242,0.2484,0.0551
943,0.527,0.5093,0.1821,0.6669,0.1029
944,0.3138,0.3785,0.1269,0.2667,0.057
945,0.1474,0.2866,0.0944,0.0877,0.0354
946,0.6174,0.5654,0.2105,0.8049,0.665
947,0.2097,0.3195,0.1055,0.1646,
948,0.4178,0.3979,0.1518,0.4553,0.0763
949,0.1505,0.2882,0.0949,0.0897,0.0357
950,0.1267,0.2762,0.0909,0.0753,0.0333
951,0.0954,0.2608,0.0858,0.0596,0.0304
952,0.0096,0.1924,0.0733,0.0309,0.0237
953,0.2646,0.3106,0.1164,0.197,
954,0.2734,0.3551,0.1182,0.2084,0.0508
955,0.3749,0.3725,0.5954,0.3723,
956,0.556,0.5274,0.1909,0.7163,0.6228
957,0.1927,0.2735,0.1024,0.1213,
958,0.2544,0.3052,0.1143,0.1844,0.0482
959,0.2683,0.3521,0.1171,0.2018,0.0501
960,0.269,0.3525,0.1173,0.2027,0.0502
961,0.3363,0.3918,0.1319,0.3034,0.0608
962,0.2758,0.3166,0.1187,0.2116,0.0512
963,0.2849,0.3216,0.1206,0.224,0.0525
964,0.1543,0.2548,0.0955,0.0922,0.0361
965,0.1456,0.2857,0.094,0.0865,0.0352
966,0.5352,0.4698,0.1845,0.6813,0.6081
967,0.2478,0.3017,0.113,0.1766,0.0473
968,0.5544,0.5264,0.1904,0.7137,
969,0.516,0.4579,0.1788,0.6471,
970,0.0678,0.2477,0.4433,0.0595,
971,0.2316,0.2932,0.1098,0.1586,0.0451
972,0.2754,0.3562,0.5467,0.2111,0.0511
973,0.2144,0.322,0.5164,0.1411,0.043
974,0.3111,0.3769,0.1263,0.2625,0.0566
975,0.3783,0.4171,0.1419,0.3786,0.0684
976,0.4824,0.4371,0.1692,0.5836,0.0911
977,0.1276,0.2424,0.091,0.0758,0.0334
978,0.1235,0.2746,0.0903,0.0735,0.033
979,0.038,0.2341,0.0772,0.0385,0.0258
980,0.1572,0.2562,0.096,0.0941,0.0364
981,0.187,0.2707,0.5027,0.1411,
982,0.2498,0.3417,0.1134,0.179,
983,0.4237,0.4014,0.1533,0.467,0.0776
984,0.1863,0.3069,0.5023,0.116,0.0396
985,0.1363,0.2464,0.0925,0.0808,0.0343
986,0.1728,0.2998,0.0988,0.1053,0.0381
987,0.099,0.2625,0.0864,0.0612,0.0308
988,0.2872,0.3228,0.5526,0.2272,
989,0.027,0.1992,0.0757,0.0354,0.0249
990,0.1346,0.2456,0.0922,0.0798,0.0341
991,0.4607,0.4238,0.636,0.5947,
992,0.2402,0.3363,0.1114,0.168,0.0462
993,0.3859,0.4217,0.1437,0.3931,0.0698
994,0.1013,0.2636,0.0868,0.0623,0.031
995,0.2902,0.3245,0.1217,0.2315,0.4266
996,0.4431,0.457,0.6278,0.5058,0.0818
997,0.1943,0.2743,0.5063,0.1227,
998,0.2049,0.2796,0.1046,0.1321,0.0418
999,0.2273,0.3291,0.1089,0.154,0.0446
1000,0.3533,0.402,0.1359,0.3329,0.4734
1001,0.2456,0.3005,0.1125,0.1741,0.047
1002,0.0875,0.257,0.0846,0.0562,
1003,0.2396,0.336,0.1113,0.1673,0.0462
1004,0.3385,0.3515,0.1325,0.3071,0.0611
1005,0.5031,0.4943,0.1751,0.6232,
1006,0.1987,0.3135,0.1035,0.1265,0.0411
1007,0.2394,0.3358,0.5288,0.1671,
1008,0.3866,0.3794,0.6011,0.4479,
1009,0.3983,0.4293,0.1468,0.417,
1010,0.0649,0.2147,0.4419,0.0583,
1011,0.4114,0.3941,0.1501,0.4973,
1012,0.1849,0.2696,0.5016,0.1148,
1013,0.1308,0.2438,0.0916,0.0776,0.0337
1014,0.4486,0.4604,0.6304,0.5168,
1015,0.2731,0.3549,0.1181,0.208,0.0508
1016,0.4258,0.4027,0.1538,0.4712,0.078
1017,0.2579,0.3462,0.115,0.1887,0.0486
1018,0.0285,0.2299,0.0759,0.0358,0.0251
1019,0.1254,0.2755,0.0907,0.0746,0.0332
1020,0.3409,0.3529,0.5789,0.3112,
1021,0.2832,0.3607,0.5506,0.2618,
1022,0.1729,0.2638,0.0988,0.1054,0.0381
1023,0.2456,0.3393,0.5319,0.1741,0.047
1024,0.1961,0.2752,0.103,0.1242,0.0408
1025,0.4515,0.4182,0.1606,0.5226,0.0838
1026,0.4803,0.4358,0.1686,0.5795,0.0906
1027,0.1192,0.2724,0.0896,0.0712,0.0326
1028,0.1916,0.3097,0.1022,0.1204,0.0402
1029,0.3198,0.382,0.5686,0.2762,
1030,0.3376,0.3926,0.5773,0.3056,0.061
1031,0.303,0.3722,0.1245,0.2502,0.0553
1032,0.689,0.5656,0.2353,0.8798,0.7111
1033,0.4688,0.4288,0.1654,0.5569,0.0878
1034,0.7558,0.6477,0.2602,0.9259,0.7504
1035,0.3924,0.4257,0.1453,0.4055,0.0711
1036,0.5567,0.4832,0.6792,0.7598,
1037,0.112,0.2689,0.0885,0.0675,0.032
1038,0.1124,0.2691,0.4654,0.0677,
1039,0.221,0.3257,0.1077,0.1476,0.0438
1040,0.1496,0.2526,0.0947,0.0891,0.0356
1041,0.2301,0.2924,0.1095,0.157,0.0449
1042,0.2572,0.3458,0.5377,0.1878,0.0486
1043,0.273,0.3548,0.5455,0.2464,
1044,0.5543,0.4818,0.6781,0.7136,0.1107
1045,0.0579,0.2431,0.0801,0.0449,0.0273
1046,0.4789,0.435,0.1682,0.5768,0.0903
1047,0.2496,0.3026,0.1133,0.1787,0.0475
1048,0.2937,0.3264,0.5558,0.2365,0.0539
1049,0.2941,0.367,0.556,0.2371,0.0539
1050,0.1487,0.2522,0.0946,0.0885,
1051,0.1394,0.2478,0.093,0.0827,0.0346
1052,0.615,0.5197,0.7041,0.8345,
1053,0.2545,0.3052,0.1143,0.1846,0.0482
1054,0.5793,0.4974,0.689,0.7912,
1055,0.3194,0.3818,0.1281,0.2756,0.0579
1056,0.5326,0.4682,0.6686,0.6768,
1057,0.0258,0.2287,0.0755,0.0351,0.0249
1058,0.0958,0.261,0.0859,0.0598,0.0305
1059,0.4632,0.4694,0.1638,0.5458,
1060,0.2695,0.3528,0.1174,0.2033,0.0503
1061,0.6924,0.6108,0.7353,0.8826,
1062,0.1246,0.241,0.0905,0.0741,0.0331
1063,0.1487,0.2522,0.0946,0.0885,0.0355
1064,0.3816,0.4191,0.1427,0.3849,
1065,0.1696,0.2622,0.0982,0.1029,0.0378
1066,0.1276,0.2424,0.091,0.0758,0.0334
1067,0.1057,0.2324,0.0875,0.0644,0.0314
1068,0.4871,0.44,0.1705,0.5927,0.0923
1069,0.1824,0.2684,0.5004,0.1128,0.0392
1070,0.3544,0.4027,0.1362,0.3348,0.0639
1071,0.6209,0.5676,0.2117,0.8093,0.6674
1072,0.4034,0.4324,0.1481,0.4269,0.0733
1073,0.2544,0.3052,0.1143,0.1844,0.0482
1074,0.255,0.3446,0.5366,0.1852,0.0482
1075,0.0684,0.2162,0.0817,0.0486,0.0281
1076,0.2636,0.3101,0.1162,0.1958,0.0494
1077,0.2184,0.3242,0.1072,0.145,0.0434
1078,0.2425,0.3376,0.5304,0.1706,
1079,0.5748,0.5391,0.1967,0.7459,0.636
1080,0.3414,0.3531,0.5792,0.3121,0.0616
1081,0.3289,0.346,0.5731,0.3383,
1082,0.1173,0.2377,0.0893,0.0702,0.0325
1083,0.4747,0.4324,0.6425,0.5685,
1084,0.2649,0.3502,0.1164,0.1974,0.0496
1085,0.3189,0.3815,0.128,0.2748,0.0579
1086,0.1723,0.2995,0.0987,0.105,0.0381
1087,0.1861,0.3068,0.1012,0.1158,0.0396
1088,0.4199,0.4426,0.1523,0.4595,0.0768
1089,0.2042,0.3165,0.1045,0.1315,0.0417
