account_id,week_number_post_trial,week_date,task_count,active
89,12,2024-06-14,1,True
89,13,2024-06-21,1,True
89,14,2024-06-28,0,False
89,15,2024-07-05,1,True
89,16,2024-07-12,2,True
89,17,2024-07-19,0,False
89,18,2024-07-26,1,True
89,19,2024-08-02,3,True
89,20,2024-08-09,2,True
89,21,2024-08-16,2,True
89,22,2024-08-23,0,False
89,23,2024-08-30,1,True
89,24,2024-09-06,0,False
89,25,2024-09-13,1,True
89,26,2024-09-20,0,False
89,27,2024-09-27,2,True
89,28,2024-10-04,0,False
89,29,2024-10-11,2,True
89,30,2024-10-18,0,False
89,31,2024-10-25,1,True
89,32,2024-11-01,2,True
89,33,2024-11-08,1,True
89,34,2024-11-15,2,True
89,35,2024-11-22,2,True
89,36,2024-11-29,1,True
89,37,2024-12-06,0,False
89,38,2024-12-13,2,True
89,39,2024-12-20,1,True
89,40,2024-12-27,2,True
89,41,2025-01-03,1,True
89,42,2025-01-10,0,False
89,43,2025-01-17,3,True
89,44,2025-01-24,2,True
89,45,2025-01-31,2,True
89,46,2025-02-07,0,False
89,47,2025-02-14,0,False
89,48,2025-02-21,1,True
89,49,2025-02-28,1,True
89,50,2025-03-07,0,False
89,51,2025-03-14,1,True
90,0,2024-03-22,2,True
90,1,2024-03-29,5,True
90,2,2024-04-05,4,True
90,3,2024-04-12,3,True
90,4,2024-04-19,2,True
90,5,2024-04-26,1,True
90,6,2024-05-03,2,True
90,7,2024-05-10,3,True
90,8,2024-05-17,3,True
90,9,2024-05-24,1,True
90,10,2024-05-31,3,True
90,11,2024-06-07,7,True
90,12,2024-06-14,2,True
90,13,2024-06-21,2,True
90,14,2024-06-28,4,True
90,15,2024-07-05,3,True
90,16,2024-07-12,1,True
90,17,2024-07-19,2,True
90,18,2024-07-26,3,True
90,19,2024-08-02,7,True
90,20,2024-08-09,3,True
90,21,2024-08-16,1,True
90,22,2024-08-23,8,True
90,23,2024-08-30,1,True
90,24,2024-09-06,4,True
90,25,2024-09-13,3,True
90,26,2024-09-20,1,True
90,27,2024-09-27,3,True
90,28,2024-10-04,6,True
90,29,2024-10-11,1,True
90,30,2024-10-18,0,False
90,31,2024-10-25,1,True
90,32,2024-11-01,4,True
90,33,2024-11-08,1,True
90,34,2024-11-15,3,True
90,35,2024-11-22,4,True
90,36,2024-11-29,4,True
90,37,2024-12-06,4,True
90,38,2024-12-13,3,True
90,39,2024-12-20,3,True
90,40,2024-12-27,2,True
90,41,2025-01-03,4,True
90,42,2025-01-10,1,True
90,43,2025-01-17,10,True
90,44,2025-01-24,3,True
90,45,2025-01-31,3,True
90,46,2025-02-07,3,True
90,47,2025-02-14,4,True
90,48,2025-02-21,4,True
90,49,2025-02-28,4,True
90,50,2025-03-07,1,True
90,51,2025-03-14,2,True
92,0,2024-03-23,2,True
92,1,2024-03-30,4,True
92,2,2024-04-06,6,True
92,3,2024-04-13,2,True
92,4,2024-04-20,4,True
92,5,2024-04-27,2,True
92,6,2024-05-04,6,True
92,7,2024-05-11,4,True
92,8,2024-05-18,3,True
92,9,2024-05-25,1,True
92,10,2024-06-01,3,True
92,11,2024-06-08,3,True
92,12,2024-06-15,2,True
92,13,2024-06-22,0,False
92,14,2024-06-29,2,True
92,15,2024-07-06,2,True
92,16,2024-07-13,3,True
92,17,2024-07-20,4,True
92,18,2024-07-27,3,True
92,19,2024-08-03,3,True
92,20,2024-08-10,2,True
92,21,2024-08-17,2,True
92,22,2024-08-24,3,True
92,23,2024-08-31,2,True
92,24,2024-09-07,2,True
92,25,2024-09-14,4,True
92,26,2024-09-21,4,True
92,27,2024-09-28,2,True
92,28,2024-10-05,1,True
92,29,2024-10-12,2,True
92,30,2024-10-19,2,True
92,31,2024-10-26,3,True
92,32,2024-11-02,2,True
92,33,2024-11-09,3,True
92,34,2024-11-16,1,True
92,35,2024-11-23,3,True
92,36,2024-11-30,1,True
92,37,2024-12-07,3,True
92,38,2024-12-14,2,True
92,39,2024-12-21,2,True
92,40,2024-12-28,1,True
92,41,2025-01-04,2,True
92,42,2025-01-11,3,True
92,43,2025-01-18,2,True
92,44,2025-01-25,2,True
92,45,2025-02-01,2,True
92,46,2025-02-08,2,True
92,47,2025-02-15,1,True
92,48,2025-02-22,6,True
92,49,2025-03-01,2,True
92,50,2025-03-08,2,True
92,51,2025-03-15,2,True
93,0,2024-03-24,8,True
93,1,2024-03-31,6,True
93,2,2024-04-07,5,True
93,3,2024-04-14,7,True
93,4,2024-04-21,6,True
93,5,2024-04-28,0,False
93,6,2024-05-05,3,True
93,7,2024-05-12,10,True
93,8,2024-05-19,9,True
93,9,2024-05-26,6,True
93,10,2024-06-02,6,True
93,11,2024-06-09,9,True
93,12,2024-06-16,6,True
93,13,2024-06-23,14,True
93,14,2024-06-30,4,True
93,15,2024-07-07,4,True
93,16,2024-07-14,1,True
93,17,2024-07-21,7,True
93,18,2024-07-28,10,True
93,19,2024-08-04,7,True
93,20,2024-08-11,8,True
93,21,2024-08-18,11,True
93,22,2024-08-25,5,True
93,23,2024-09-01,11,True
93,24,2024-09-08,11,True
93,25,2024-09-15,9,True
93,26,2024-09-22,4,True
93,27,2024-09-29,9,True
93,28,2024-10-06,6,True
93,29,2024-10-13,5,True
93,30,2024-10-20,4,True
93,31,2024-10-27,4,True
93,32,2024-11-03,14,True
93,33,2024-11-10,6,True
93,34,2024-11-17,8,True
93,35,2024-11-24,5,True
93,36,2024-12-01,9,True
93,37,2024-12-08,11,True
93,38,2024-12-15,4,True
93,39,2024-12-22,9,True
93,40,2024-12-29,10,True
93,41,2025-01-05,10,True
93,42,2025-01-12,6,True
93,43,2025-01-19,9,True
93,44,2025-01-26,12,True
93,45,2025-02-02,9,True
93,46,2025-02-09,11,True
93,47,2025-02-16,9,True
93,48,2025-02-23,8,True
93,49,2025-03-02,4,True
93,50,2025-03-09,5,True
93,51,2025-03-16,8,True
94,0,2024-03-26,3,True
94,1,2024-04-02,1,True
94,2,2024-04-09,9,True
94,3,2024-04-16,2,True
94,4,2024-04-23,4,True
94,5,2024-04-30,1,True
94,6,2024-05-07,4,True
94,7,2024-05-14,6,True
94,8,2024-05-21,3,True
94,9,2024-05-28,2,True
94,10,2024-06-04,1,True
94,11,2024-06-11,4,True
94,12,2024-06-18,2,True
94,13,2024-06-25,1,True
94,14,2024-07-02,1,True
94,15,2024-07-09,0,False
94,16,2024-07-16,2,True
94,17,2024-07-23,1,True
94,18,2024-07-30,3,True
94,19,2024-08-06,7,True
94,20,2024-08-13,6,True
94,21,2024-08-20,2,True
94,22,2024-08-27,3,True
94,23,2024-09-03,2,True
94,24,2024-09-10,2,True
94,25,2024-09-17,5,True
94,26,2024-09-24,5,True
94,27,2024-10-01,4,True
94,28,2024-10-08,1,True
94,29,2024-10-15,1,True
94,30,2024-10-22,3,True
94,31,2024-10-29,5,True
94,32,2024-11-05,2,True
94,33,2024-11-12,6,True
94,34,2024-11-19,1,True
94,35,2024-11-26,2,True
94,36,2024-12-03,5,True
94,37,2024-12-10,2,True
94,38,2024-12-17,4,True
94,39,2024-12-24,0,False
94,40,2024-12-31,2,True
94,41,2025-01-07,3,True
94,42,2025-01-14,3,True
94,43,2025-01-21,6,True
94,44,2025-01-28,1,True
94,45,2025-02-04,3,True
94,46,2025-02-11,3,True
94,47,2025-02-18,2,True
94,48,2025-02-25,4,True
94,49,2025-03-04,6,True
94,50,2025-03-11,4,True
94,51,2025-03-18,4,True
96,0,2024-03-26,9,True
96,1,2024-04-02,4,True
96,2,2024-04-09,3,True
96,3,2024-04-16,7,True
96,4,2024-04-23,9,True
96,5,2024-04-30,5,True
96,6,2024-05-07,5,True
96,7,2024-05-14,4,True
96,8,2024-05-21,6,True
96,9,2024-05-28,11,True
96,10,2024-06-04,7,True
96,11,2024-06-11,9,True
96,12,2024-06-18,8,True
96,13,2024-06-25,7,True
96,14,2024-07-02,5,True
96,15,2024-07-09,12,True
96,16,2024-07-16,6,True
96,17,2024-07-23,9,True
96,18,2024-07-30,4,True
96,19,2024-08-06,6,True
96,20,2024-08-13,7,True
96,21,2024-08-20,9,True
96,22,2024-08-27,6,True
96,23,2024-09-03,8,True
96,24,2024-09-10,6,True
96,25,2024-09-17,9,True
96,26,2024-09-24,2,True
96,27,2024-10-01,13,True
96,28,2024-10-08,5,True
96,29,2024-10-15,10,True
96,30,2024-10-22,15,True
96,31,2024-10-29,7,True
96,32,2024-11-05,10,True
96,33,2024-11-12,12,True
96,34,2024-11-19,7,True
96,35,2024-11-26,7,True
96,36,2024-12-03,12,True
96,37,2024-12-10,9,True
96,38,2024-12-17,13,True
96,39,2024-12-24,3,True
96,40,2024-12-31,14,True
96,41,2025-01-07,7,True
96,42,2025-01-14,8,True
96,43,2025-01-21,3,True
96,44,2025-01-28,11,True
96,45,2025-02-04,6,True
96,46,2025-02-11,8,True
96,47,2025-02-18,8,True
96,48,2025-02-25,7,True
96,49,2025-03-04,12,True
96,50,2025-03-11,7,True
96,51,2025-03-18,8,True
97,0,2024-03-27,7,True
97,1,2024-04-03,4,True
97,2,2024-04-10,4,True
97,3,2024-04-17,1,True
97,4,2024-04-24,5,True
97,5,2024-05-01,2,True
97,6,2024-05-08,3,True
97,7,2024-05-15,3,True
97,8,2024-05-22,1,True
97,9,2024-05-29,5,True
97,10,2024-06-05,1,True
97,11,2024-06-12,3,True
97,12,2024-06-19,0,False
97,13,2024-06-26,3,True
97,14,2024-07-03,4,True
97,15,2024-07-10,4,True
97,16,2024-07-17,3,True
97,17,2024-07-24,2,True
97,18,2024-07-31,2,True
97,19,2024-08-07,6,True
97,20,2024-08-14,4,True
97,21,2024-08-21,3,True
97,22,2024-08-28,1,True
97,23,2024-09-04,2,True
97,24,2024-09-11,2,True
97,25,2024-09-18,4,True
97,26,2024-09-25,3,True
97,27,2024-10-02,2,True
97,28,2024-10-09,6,True
97,29,2024-10-16,4,True
97,30,2024-10-23,0,False
97,31,2024-10-30,3,True
97,32,2024-11-06,1,True
97,33,2024-11-13,3,True
97,34,2024-11-20,2,True
97,35,2024-11-27,2,True
97,36,2024-12-04,2,True
97,37,2024-12-11,3,True
97,38,2024-12-18,2,True
97,39,2024-12-25,4,True
97,40,2025-01-01,3,True
97,41,2025-01-08,4,True
97,42,2025-01-15,3,True
97,43,2025-01-22,9,True
97,44,2025-01-29,5,True
97,45,2025-02-05,2,True
97,46,2025-02-12,5,True
97,47,2025-02-19,4,True
97,48,2025-02-26,0,False
97,49,2025-03-05,4,True
97,50,2025-03-12,3,True
97,51,2025-03-19,3,True
98,0,2024-03-27,3,True
98,1,2024-04-03,2,True
98,2,2024-04-10,5,True
98,3,2024-04-17,2,True
98,4,2024-04-24,6,True
98,5,2024-05-01,6,True
98,6,2024-05-08,1,True
98,7,2024-05-15,6,True
98,8,2024-05-22,4,True
98,9,2024-05-29,7,True
98,10,2024-06-05,5,True
98,11,2024-06-12,4,True
98,12,2024-06-19,11,True
98,13,2024-06-26,8,True
98,14,2024-07-03,4,True
98,15,2024-07-10,4,True
98,16,2024-07-17,2,True
98,17,2024-07-24,4,True
98,18,2024-07-31,3,True
98,19,2024-08-07,2,True
98,20,2024-08-14,5,True
98,21,2024-08-21,4,True
98,22,2024-08-28,5,True
98,23,2024-09-04,4,True
98,24,2024-09-11,4,True
98,25,2024-09-18,2,True
98,26,2024-09-25,3,True
98,27,2024-10-02,4,True
98,28,2024-10-09,6,True
98,29,2024-10-16,2,True
98,30,2024-10-23,4,True
98,31,2024-10-30,6,True
98,32,2024-11-06,6,True
98,33,2024-11-13,3,True
98,34,2024-11-20,5,True
98,35,2024-11-27,0,False
98,36,2024-12-04,7,True
98,37,2024-12-11,4,True
98,38,2024-12-18,9,True
98,39,2024-12-25,4,True
98,40,2025-01-01,3,True
98,41,2025-01-08,2,True
98,42,2025-01-15,5,True
98,43,2025-01-22,4,True
98,44,2025-01-29,6,True
98,45,2025-02-05,6,True
98,46,2025-02-12,2,True
98,47,2025-02-19,4,True
98,48,2025-02-26,7,True
98,49,2025-03-05,8,True
98,50,2025-03-12,5,True
98,51,2025-03-19,8,True
99,0,2024-03-28,3,True
99,1,2024-04-04,6,True
99,2,2024-04-11,2,True
99,3,2024-04-18,6,True
99,4,2024-04-25,4,True
99,5,2024-05-02,5,True
99,6,2024-05-09,3,True
99,7,2024-05-16,4,True
99,8,2024-05-23,2,True
99,9,2024-05-30,6,True
99,10,2024-06-06,3,True
99,11,2024-06-13,2,True
99,12,2024-06-20,2,True
99,13,2024-06-27,2,True
99,14,2024-07-04,7,True
99,15,2024-07-11,0,False
99,16,2024-07-18,2,True
99,17,2024-07-25,4,True
99,18,2024-08-01,7,True
99,19,2024-08-08,4,True
99,20,2024-08-15,3,True
99,21,2024-08-22,3,True
99,22,2024-08-29,4,True
99,23,2024-09-05,2,True
99,24,2024-09-12,3,True
99,25,2024-09-19,4,True
99,26,2024-09-26,3,True
99,27,2024-10-03,3,True
99,28,2024-10-10,2,True
99,29,2024-10-17,5,True
99,30,2024-10-24,2,True
99,31,2024-10-31,5,True
99,32,2024-11-07,2,True
99,33,2024-11-14,3,True
99,34,2024-11-21,4,True
99,35,2024-11-28,2,True
99,36,2024-12-05,3,True
99,37,2024-12-12,6,True
99,38,2024-12-19,3,True
99,39,2024-12-26,1,True
99,40,2025-01-02,3,True
99,41,2025-01-09,2,True
99,42,2025-01-16,2,True
99,43,2025-01-23,3,True
99,44,2025-01-30,3,True
99,45,2025-02-06,2,True
99,46,2025-02-13,3,True
99,47,2025-02-20,2,True
99,48,2025-02-27,9,True
99,49,2025-03-06,2,True
99,50,2025-03-13,11,True
99,51,2025-03-20,4,True
102,0,2024-03-31,0,False
102,1,2024-04-07,3,True
102,2,2024-04-14,0,False
102,3,2024-04-21,4,True
102,4,2024-04-28,1,True
102,5,2024-05-05,4,True
102,6,2024-05-12,4,True
102,7,2024-05-19,4,True
102,8,2024-05-26,3,True
102,9,2024-06-02,1,True
102,10,2024-06-09,1,True
102,11,2024-06-16,1,True
102,12,2024-06-23,5,True
102,13,2024-06-30,1,True
102,14,2024-07-07,3,True
102,15,2024-07-14,6,True
102,16,2024-07-21,4,True
102,17,2024-07-28,2,True
102,18,2024-08-04,5,True
102,19,2024-08-11,3,True
102,20,2024-08-18,3,True
102,21,2024-08-25,4,True
102,22,2024-09-01,1,True
102,23,2024-09-08,0,False
102,24,2024-09-15,2,True
102,25,2024-09-22,1,True
102,26,2024-09-29,0,False
102,27,2024-10-06,1,True
102,28,2024-10-13,5,True
102,29,2024-10-20,1,True
102,30,2024-10-27,2,True
102,31,2024-11-03,1,True
102,32,2024-11-10,2,True
102,33,2024-11-17,0,False
102,34,2024-11-24,1,True
102,35,2024-12-01,4,True
102,36,2024-12-08,2,True
102,37,2024-12-15,2,True
102,38,2024-12-22,2,True
102,39,2024-12-29,1,True
102,40,2025-01-05,2,True
102,41,2025-01-12,4,True
102,42,2025-01-19,2,True
102,43,2025-01-26,3,True
102,44,2025-02-02,4,True
102,45,2025-02-09,5,True
102,46,2025-02-16,1,True
102,47,2025-02-23,0,False
102,48,2025-03-02,5,True
102,49,2025-03-09,1,True
102,50,2025-03-16,3,True
102,51,2025-03-23,2,True
104,0,2024-04-01,3,True
104,1,2024-04-08,11,True
104,2,2024-04-15,4,True
104,3,2024-04-22,9,True
104,4,2024-04-29,7,True
104,5,2024-05-06,7,True
104,6,2024-05-13,4,True
104,7,2024-05-20,5,True
104,8,2024-05-27,4,True
104,9,2024-06-03,8,True
104,10,2024-06-10,5,True
104,11,2024-06-17,2,True
104,12,2024-06-24,11,True
104,13,2024-07-01,6,True
104,14,2024-07-08,4,True
104,15,2024-07-15,7,True
104,16,2024-07-22,6,True
104,17,2024-07-29,4,True
104,18,2024-08-05,2,True
104,19,2024-08-12,3,True
104,20,2024-08-19,4,True
104,21,2024-08-26,7,True
104,22,2024-09-02,7,True
104,23,2024-09-09,3,True
104,24,2024-09-16,8,True
104,25,2024-09-23,6,True
104,26,2024-09-30,7,True
104,27,2024-10-07,6,True
104,28,2024-10-14,7,True
104,29,2024-10-21,6,True
104,30,2024-10-28,5,True
104,31,2024-11-04,3,True
104,32,2024-11-11,12,True
104,33,2024-11-18,4,True
104,34,2024-11-25,6,True
104,35,2024-12-02,3,True
104,36,2024-12-09,5,True
104,37,2024-12-16,5,True
104,38,2024-12-23,4,True
104,39,2024-12-30,9,True
104,40,2025-01-06,4,True
104,41,2025-01-13,7,True
104,42,2025-01-20,3,True
104,43,2025-01-27,8,True
104,44,2025-02-03,6,True
104,45,2025-02-10,4,True
104,46,2025-02-17,6,True
104,47,2025-02-24,6,True
104,48,2025-03-03,9,True
104,49,2025-03-10,8,True
104,50,2025-03-17,4,True
104,51,2025-03-24,4,True
105,0,2024-04-01,1,True
105,1,2024-04-08,5,True
105,2,2024-04-15,5,True
105,3,2024-04-22,2,True
105,4,2024-04-29,1,True
105,5,2024-05-06,1,True
105,6,2024-05-13,0,False
105,7,2024-05-20,0,False
105,8,2024-05-27,1,True
105,9,2024-06-03,4,True
105,10,2024-06-10,3,True
105,11,2024-06-17,1,True
105,12,2024-06-24,6,True
105,13,2024-07-01,3,True
105,14,2024-07-08,2,True
105,15,2024-07-15,2,True
105,16,2024-07-22,1,True
105,17,2024-07-29,0,False
105,18,2024-08-05,1,True
105,19,2024-08-12,3,True
105,20,2024-08-19,4,True
105,21,2024-08-26,2,True
105,22,2024-09-02,3,True
105,23,2024-09-09,3,True
105,24,2024-09-16,2,True
105,25,2024-09-23,1,True
105,26,2024-09-30,2,True
105,27,2024-10-07,3,True
105,28,2024-10-14,2,True
105,29,2024-10-21,5,True
105,30,2024-10-28,2,True
105,31,2024-11-04,3,True
105,32,2024-11-11,1,True
105,33,2024-11-18,2,True
105,34,2024-11-25,7,True
105,35,2024-12-02,2,True
105,36,2024-12-09,3,True
105,37,2024-12-16,0,False
105,38,2024-12-23,1,True
105,39,2024-12-30,3,True
105,40,2025-01-06,6,True
105,41,2025-01-13,4,True
105,42,2025-01-20,6,True
105,43,2025-01-27,3,True
105,44,2025-02-03,1,True
105,45,2025-02-10,7,True
105,46,2025-02-17,3,True
105,47,2025-02-24,4,True
105,48,2025-03-03,2,True
105,49,2025-03-10,4,True
105,50,2025-03-17,3,True
105,51,2025-03-24,1,True
106,0,2024-04-01,8,True
106,1,2024-04-08,5,True
106,2,2024-04-15,2,True
106,3,2024-04-22,7,True
106,4,2024-04-29,8,True
106,5,2024-05-06,8,True
106,6,2024-05-13,5,True
106,7,2024-05-20,6,True
106,8,2024-05-27,2,True
106,9,2024-06-03,0,False
106,10,2024-06-10,7,True
106,11,2024-06-17,1,True
106,12,2024-06-24,5,True
106,13,2024-07-01,8,True
106,14,2024-07-08,3,True
106,15,2024-07-15,4,True
106,16,2024-07-22,3,True
106,17,2024-07-29,6,True
106,18,2024-08-05,3,True
106,19,2024-08-12,2,True
106,20,2024-08-19,5,True
106,21,2024-08-26,1,True
106,22,2024-09-02,3,True
106,23,2024-09-09,4,True
106,24,2024-09-16,8,True
106,25,2024-09-23,4,True
106,26,2024-09-30,5,True
106,27,2024-10-07,6,True
106,28,2024-10-14,3,True
106,29,2024-10-21,7,True
106,30,2024-10-28,4,True
106,31,2024-11-04,7,True
106,32,2024-11-11,5,True
106,33,2024-11-18,6,True
106,34,2024-11-25,5,True
106,35,2024-12-02,6,True
106,36,2024-12-09,6,True
106,37,2024-12-16,6,True
106,38,2024-12-23,9,True
106,39,2024-12-30,12,True
106,40,2025-01-06,2,True
106,41,2025-01-13,9,True
106,42,2025-01-20,5,True
106,43,2025-01-27,10,True
106,44,2025-02-03,10,True
106,45,2025-02-10,9,True
106,46,2025-02-17,10,True
106,47,2025-02-24,4,True
106,48,2025-03-03,6,True
106,49,2025-03-10,3,True
106,50,2025-03-17,8,True
106,51,2025-03-24,8,True
107,0,2024-04-02,1,True
107,1,2024-04-09,1,True
107,2,2024-04-16,3,True
107,3,2024-04-23,3,True
107,4,2024-04-30,2,True
107,5,2024-05-07,5,True
107,6,2024-05-14,6,True
107,7,2024-05-21,4,True
107,8,2024-05-28,5,True
107,9,2024-06-04,2,True
107,10,2024-06-11,4,True
107,11,2024-06-18,3,True
107,12,2024-06-25,4,True
107,13,2024-07-02,3,True
107,14,2024-07-09,3,True
107,15,2024-07-16,3,True
107,16,2024-07-23,7,True
107,17,2024-07-30,7,True
107,18,2024-08-06,5,True
107,19,2024-08-13,4,True
107,20,2024-08-20,3,True
107,21,2024-08-27,3,True
107,22,2024-09-03,4,True
107,23,2024-09-10,4,True
107,24,2024-09-17,2,True
107,25,2024-09-24,3,True
107,26,2024-10-01,3,True
107,27,2024-10-08,3,True
107,28,2024-10-15,6,True
107,29,2024-10-22,1,True
107,30,2024-10-29,4,True
107,31,2024-11-05,1,True
107,32,2024-11-12,2,True
107,33,2024-11-19,5,True
107,34,2024-11-26,4,True
107,35,2024-12-03,2,True
107,36,2024-12-10,2,True
107,37,2024-12-17,4,True
107,38,2024-12-24,6,True
107,39,2024-12-31,3,True
107,40,2025-01-07,4,True
107,41,2025-01-14,3,True
107,42,2025-01-21,4,True
107,43,2025-01-28,4,True
107,44,2025-02-04,5,True
107,45,2025-02-11,5,True
107,46,2025-02-18,3,True
107,47,2025-02-25,6,True
107,48,2025-03-04,5,True
107,49,2025-03-11,5,True
107,50,2025-03-18,2,True
107,51,2025-03-25,4,True
108,0,2024-04-02,3,True
108,1,2024-04-09,1,True
108,2,2024-04-16,6,True
108,3,2024-04-23,3,True
108,4,2024-04-30,2,True
108,5,2024-05-07,0,False
108,6,2024-05-14,1,True
108,7,2024-05-21,2,True
108,8,2024-05-28,2,True
108,9,2024-06-04,2,True
108,10,2024-06-11,1,True
108,11,2024-06-18,2,True
108,12,2024-06-25,4,True
108,13,2024-07-02,2,True
108,14,2024-07-09,1,True
108,15,2024-07-16,6,True
108,16,2024-07-23,1,True
108,17,2024-07-30,7,True
108,18,2024-08-06,5,True
108,19,2024-08-13,5,True
108,20,2024-08-20,7,True
108,21,2024-08-27,2,True
108,22,2024-09-03,2,True
108,23,2024-09-10,4,True
108,24,2024-09-17,0,False
108,25,2024-09-24,4,True
108,26,2024-10-01,2,True
108,27,2024-10-08,1,True
108,28,2024-10-15,7,True
108,29,2024-10-22,4,True
108,30,2024-10-29,7,True
108,31,2024-11-05,2,True
108,32,2024-11-12,2,True
108,33,2024-11-19,1,True
108,34,2024-11-26,3,True
108,35,2024-12-03,1,True
108,36,2024-12-10,1,True
108,37,2024-12-17,1,True
108,38,2024-12-24,3,True
108,39,2024-12-31,4,True
108,40,2025-01-07,3,True
108,41,2025-01-14,3,True
108,42,2025-01-21,4,True
108,43,2025-01-28,2,True
108,44,2025-02-04,4,True
108,45,2025-02-11,3,True
108,46,2025-02-18,3,True
108,47,2025-02-25,1,True
108,48,2025-03-04,10,True
108,49,2025-03-11,4,True
108,50,2025-03-18,1,True
108,51,2025-03-25,2,True
109,0,2024-04-02,8,True
109,1,2024-04-09,3,True
109,2,2024-04-16,3,True
109,3,2024-04-23,2,True
109,4,2024-04-30,4,True
109,5,2024-05-07,3,True
109,6,2024-05-14,7,True
109,7,2024-05-21,5,True
109,8,2024-05-28,4,True
109,9,2024-06-04,7,True
109,10,2024-06-11,5,True
109,11,2024-06-18,4,True
109,12,2024-06-25,6,True
109,13,2024-07-02,2,True
109,14,2024-07-09,2,True
109,15,2024-07-16,3,True
109,16,2024-07-23,4,True
109,17,2024-07-30,2,True
109,18,2024-08-06,1,True
109,19,2024-08-13,1,True
109,20,2024-08-20,2,True
109,21,2024-08-27,8,True
109,22,2024-09-03,8,True
109,23,2024-09-10,2,True
109,24,2024-09-17,5,True
109,25,2024-09-24,8,True
109,26,2024-10-01,6,True
109,27,2024-10-08,4,True
109,28,2024-10-15,3,True
109,29,2024-10-22,5,True
109,30,2024-10-29,6,True
109,31,2024-11-05,2,True
109,32,2024-11-12,5,True
109,33,2024-11-19,7,True
109,34,2024-11-26,6,True
109,35,2024-12-03,1,True
109,36,2024-12-10,7,True
109,37,2024-12-17,3,True
109,38,2024-12-24,5,True
109,39,2024-12-31,4,True
109,40,2025-01-07,6,True
109,41,2025-01-14,8,True
109,42,2025-01-21,7,True
109,43,2025-01-28,5,True
109,44,2025-02-04,8,True
109,45,2025-02-11,5,True
109,46,2025-02-18,4,True
109,47,2025-02-25,2,True
109,48,2025-03-04,1,True
109,49,2025-03-11,10,True
109,50,2025-03-18,12,True
109,51,2025-03-25,7,True
110,0,2024-04-03,8,True
110,1,2024-04-10,5,True
110,2,2024-04-17,9,True
110,3,2024-04-24,1,True
110,4,2024-05-01,5,True
110,5,2024-05-08,7,True
110,6,2024-05-15,6,True
110,7,2024-05-22,3,True
110,8,2024-05-29,4,True
110,9,2024-06-05,7,True
110,10,2024-06-12,4,True
110,11,2024-06-19,6,True
110,12,2024-06-26,4,True
110,13,2024-07-03,2,True
110,14,2024-07-10,4,True
110,15,2024-07-17,8,True
110,16,2024-07-24,6,True
110,17,2024-07-31,8,True
110,18,2024-08-07,3,True
110,19,2024-08-14,7,True
110,20,2024-08-21,4,True
110,21,2024-08-28,3,True
110,22,2024-09-04,6,True
110,23,2024-09-11,8,True
110,24,2024-09-18,4,True
110,25,2024-09-25,5,True
110,26,2024-10-02,6,True
110,27,2024-10-09,5,True
110,28,2024-10-16,7,True
110,29,2024-10-23,7,True
110,30,2024-10-30,9,True
110,31,2024-11-06,9,True
110,32,2024-11-13,7,True
110,33,2024-11-20,7,True
110,34,2024-11-27,4,True
110,35,2024-12-04,10,True
110,36,2024-12-11,8,True
110,37,2024-12-18,8,True
110,38,2024-12-25,6,True
110,39,2025-01-01,5,True
110,40,2025-01-08,4,True
110,41,2025-01-15,12,True
110,42,2025-01-22,5,True
110,43,2025-01-29,3,True
110,44,2025-02-05,6,True
110,45,2025-02-12,10,True
110,46,2025-02-19,6,True
110,47,2025-02-26,3,True
110,48,2025-03-05,8,True
110,49,2025-03-12,5,True
110,50,2025-03-19,8,True
110,51,2025-03-26,7,True
112,0,2024-04-03,1,True
112,1,2024-04-10,2,True
112,2,2024-04-17,2,True
112,3,2024-04-24,0,False
112,4,2024-05-01,1,True
112,5,2024-05-08,2,True
112,6,2024-05-15,2,True
112,7,2024-05-22,1,True
112,8,2024-05-29,5,True
112,9,2024-06-05,1,True
112,10,2024-06-12,2,True
112,11,2024-06-19,1,True
112,12,2024-06-26,0,False
112,13,2024-07-03,1,True
112,14,2024-07-10,0,False
112,15,2024-07-17,4,True
112,16,2024-07-24,1,True
112,17,2024-07-31,2,True
112,18,2024-08-07,1,True
112,19,2024-08-14,1,True
112,20,2024-08-21,3,True
112,21,2024-08-28,1,True
112,22,2024-09-04,3,True
112,23,2024-09-11,5,True
112,24,2024-09-18,2,True
112,25,2024-09-25,2,True
112,26,2024-10-02,0,False
112,27,2024-10-09,5,True
112,28,2024-10-16,1,True
112,29,2024-10-23,2,True
112,30,2024-10-30,4,True
112,31,2024-11-06,2,True
112,32,2024-11-13,1,True
112,33,2024-11-20,5,True
112,34,2024-11-27,2,True
112,35,2024-12-04,1,True
112,36,2024-12-11,4,True
112,37,2024-12-18,4,True
112,38,2024-12-25,2,True
112,39,2025-01-01,3,True
112,40,2025-01-08,4,True
112,41,2025-01-15,0,False
112,42,2025-01-22,1,True
112,43,2025-01-29,2,True
112,44,2025-02-05,1,True
112,45,2025-02-12,0,False
112,46,2025-02-19,0,False
112,47,2025-02-26,5,True
112,48,2025-03-05,2,True
112,49,2025-03-12,1,True
112,50,2025-03-19,1,True
112,51,2025-03-26,2,True
114,0,2024-04-07,3,True
114,1,2024-04-14,7,True
114,2,2024-04-21,4,True
114,3,2024-04-28,7,True
114,4,2024-05-05,3,True
114,5,2024-05-12,7,True
114,6,2024-05-19,2,True
