account_id,churned,plan,upgrade_path,final_seats,signup_channel,company_size_bucket,months_retained
1526,False,pro,trial_conversion,12,paid_search,medium,4
1822,False,team,trial_conversion,12,paid_search,medium,2
237,True,pro,trial_conversion,13,paid_search,medium,15
970,False,team,trial_conversion,13,paid_search,medium,9
880,False,pro,trial_conversion,13,paid_search,medium,10
104,True,pro,late_upgrade,15,paid_search,large,10
750,False,pro,trial_conversion,16,paid_search,large,12
946,False,pro,late_upgrade,16,paid_search,large,6
736,False,pro,trial_conversion,18,paid_search,medium,12
1105,False,pro,trial_conversion,20,paid_search,large,8
888,True,team,trial_conversion,21,paid_search,large,5
488,True,team,trial_conversion,21,paid_search,large,15
1630,False,team,trial_conversion,23,paid_search,large,3
1340,False,team,trial_conversion,23,paid_search,large,6
1632,False,team,trial_conversion,24,paid_search,large,3
435,True,team,trial_conversion,25,paid_search,large,3
1495,False,team,trial_conversion,25,paid_search,large,4
1352,False,pro,trial_conversion,28,paid_search,large,6
1735,False,team,trial_conversion,28,paid_search,large,2
482,False,team,trial_conversion,28,paid_search,large,15
1952,False,pro,trial_conversion,1,referral,small,1
1674,False,pro,trial_conversion,1,referral,small,3
1425,False,pro,trial_conversion,1,referral,small,5
1733,False,pro,trial_conversion,2,referral,small,2
979,False,pro,late_upgrade,2,referral,small,8
550,True,pro,late_upgrade,2,referral,small,11
314,True,pro,late_upgrade,2,referral,small,1
328,False,pro,late_upgrade,2,referral,small,9
567,False,pro,late_upgrade,2,referral,small,13
653,True,pro,late_upgrade,2,referral,small,1
1460,False,pro,trial_conversion,2,referral,small,5
1324,False,pro,trial_conversion,2,referral,small,6
138,False,pro,trial_conversion,2,referral,small,21
800,False,pro,late_upgrade,2,referral,small,10
1779,False,team,trial_conversion,2,referral,small,2
387,False,pro,late_upgrade,2,referral,small,14
1511,False,pro,late_upgrade,2,referral,small,3
194,True,team,trial_conversion,2,referral,small,2
1258,True,pro,trial_conversion,2,referral,small,2
478,True,pro,trial_conversion,2,referral,small,1
531,True,team,trial_conversion,3,referral,small,3
549,True,pro,trial_conversion,3,referral,small,10
71,True,pro,trial_conversion,3,referral,small,4
809,False,pro,trial_conversion,3,referral,small,11
1424,False,pro,trial_conversion,3,referral,small,5
434,True,pro,trial_conversion,3,referral,small,16
1623,True,pro,trial_conversion,3,referral,small,2
1401,False,pro,trial_conversion,3,referral,medium,5
316,False,pro,late_upgrade,3,referral,small,16
859,False,pro,trial_conversion,3,referral,small,10
826,False,pro,trial_conversion,3,referral,small,11
197,False,pro,trial_conversion,4,referral,small,20
1660,False,pro,trial_conversion,4,referral,small,3
882,False,pro,trial_conversion,4,referral,small,10
1009,False,pro,trial_conversion,4,referral,small,9
861,False,pro,trial_conversion,4,referral,small,10
1558,False,pro,trial_conversion,4,referral,small,4
41,True,pro,late_upgrade,4,referral,small,17
1834,False,pro,trial_conversion,4,referral,small,1
495,False,pro,late_upgrade,4,referral,small,13
1261,True,pro,late_upgrade,4,referral,small,3
811,True,pro,trial_conversion,5,referral,small,2
1331,False,pro,trial_conversion,5,referral,small,6
512,False,pro,trial_conversion,5,referral,small,15
1095,False,team,trial_conversion,5,referral,small,8
1205,False,pro,trial_conversion,5,referral,medium,7
1043,True,pro,trial_conversion,5,referral,small,6
1541,False,team,trial_conversion,5,referral,medium,4
1504,False,pro,late_upgrade,6,referral,medium,4
583,False,pro,late_upgrade,6,referral,medium,12
1496,False,pro,trial_conversion,6,referral,small,4
778,False,pro,late_upgrade,6,referral,medium,4
1034,False,pro,late_upgrade,6,referral,medium,4
995,False,pro,late_upgrade,6,referral,medium,1
902,False,pro,late_upgrade,6,referral,medium,5
1825,False,pro,trial_conversion,6,referral,small,2
1315,False,pro,trial_conversion,7,referral,small,6
1746,False,team,trial_conversion,7,referral,medium,2
526,False,pro,late_upgrade,7,referral,medium,14
712,False,pro,trial_conversion,8,referral,medium,12
234,False,pro,trial_conversion,8,referral,small,19
160,False,pro,trial_conversion,8,referral,small,20
1599,False,team,trial_conversion,8,referral,medium,3
1301,False,team,trial_conversion,9,referral,medium,6
982,False,pro,trial_conversion,9,referral,medium,9
354,True,pro,trial_conversion,10,referral,medium,10
362,False,pro,late_upgrade,10,referral,medium,12
292,True,pro,trial_conversion,10,referral,medium,4
459,True,pro,trial_conversion,11,referral,medium,16
1007,True,team,trial_conversion,11,referral,medium,1
1287,False,pro,trial_conversion,12,referral,medium,6
1544,True,pro,trial_conversion,14,referral,medium,4
940,False,pro,late_upgrade,15,referral,large,3
869,False,pro,late_upgrade,16,referral,large,7
1731,False,team,trial_conversion,18,referral,large,2
415,False,pro,late_upgrade,18,referral,large,13
1000,False,pro,late_upgrade,19,referral,large,7
1751,False,team,trial_conversion,19,referral,large,2
1588,False,team,trial_conversion,20,referral,large,3
1279,False,pro,trial_conversion,21,referral,large,6
1932,False,team,trial_conversion,23,referral,large,1
932,False,pro,trial_conversion,24,referral,large,10
934,False,team,trial_conversion,25,referral,large,10
871,False,team,trial_conversion,26,referral,large,10
1785,False,team,trial_conversion,28,referral,large,2
