cohort_month,week_number_post_trial,cohort_size,active_accounts,retention_rate
2025-04-01,17,76,68,0.8947
2025-04-01,18,76,71,0.9342
2025-04-01,19,76,71,0.9342
2025-04-01,20,76,70,0.9211
2025-04-01,21,76,66,0.8684
2025-04-01,22,76,74,0.9737
2025-04-01,23,76,73,0.9605
2025-04-01,24,76,70,0.9211
2025-04-01,25,76,74,0.9737
2025-04-01,26,76,72,0.9474
2025-04-01,27,76,69,0.9079
2025-04-01,28,76,72,0.9474
2025-04-01,29,76,70,0.9211
2025-04-01,30,76,68,0.8947
2025-04-01,31,76,73,0.9605
2025-04-01,32,76,71,0.9342
2025-04-01,33,76,72,0.9474
2025-04-01,34,76,72,0.9474
2025-04-01,35,76,55,0.7237
2025-04-01,36,76,39,0.5132
2025-04-01,37,76,25,0.3289
2025-04-01,38,76,5,0.0658
2025-05-01,0,77,73,0.9481
2025-05-01,1,77,76,0.987
2025-05-01,2,77,76,0.987
2025-05-01,3,77,73,0.9481
2025-05-01,4,77,72,0.9351
2025-05-01,5,77,72,0.9351
2025-05-01,6,77,70,0.9091
2025-05-01,7,77,67,0.8701
2025-05-01,8,77,67,0.8701
2025-05-01,9,77,71,0.9221
2025-05-01,10,77,73,0.9481
2025-05-01,11,77,72,0.9351
2025-05-01,12,77,74,0.961
2025-05-01,13,77,70,0.9091
2025-05-01,14,77,74,0.961
2025-05-01,15,77,72,0.9351
2025-05-01,16,77,73,0.9481
2025-05-01,17,77,74,0.961
2025-05-01,18,77,73,0.9481
2025-05-01,19,77,71,0.9221
2025-05-01,20,77,73,0.9481
2025-05-01,21,77,69,0.8961
2025-05-01,22,77,68,0.8831
2025-05-01,23,77,73,0.9481
2025-05-01,24,77,76,0.987
2025-05-01,25,77,71,0.9221
2025-05-01,26,77,73,0.9481
2025-05-01,27,77,74,0.961
2025-05-01,28,77,75,0.974
2025-05-01,29,77,72,0.9351
2025-05-01,30,77,70,0.9091
2025-05-01,31,77,50,0.6494
2025-05-01,32,77,33,0.4286
2025-05-01,33,77,16,0.2078
2025-06-01,0,89,80,0.8989
2025-06-01,1,89,78,0.8764
2025-06-01,2,89,77,0.8652
2025-06-01,3,89,81,0.9101
2025-06-01,4,89,78,0.8764
2025-06-01,5,89,76,0.8539
2025-06-01,6,89,81,0.9101
2025-06-01,7,89,81,0.9101
2025-06-01,8,89,82,0.9213
2025-06-01,9,89,76,0.8539
2025-06-01,10,89,77,0.8652
2025-06-01,11,89,81,0.9101
2025-06-01,12,89,76,0.8539
2025-06-01,13,89,84,0.9438
2025-06-01,14,89,82,0.9213
2025-06-01,15,89,78,0.8764
2025-06-01,16,89,80,0.8989
2025-06-01,17,89,84,0.9438
2025-06-01,18,89,76,0.8539
2025-06-01,19,89,82,0.9213
2025-06-01,20,89,81,0.9101
2025-06-01,21,89,79,0.8876
2025-06-01,22,89,78,0.8764
2025-06-01,23,89,82,0.9213
2025-06-01,24,89,81,0.9101
2025-06-01,25,89,84,0.9438
2025-06-01,26,89,68,0.764
2025-06-01,27,89,50,0.5618
2025-06-01,28,89,31,0.3483
2025-06-01,29,89,11,0.1236
2025-07-01,0,75,69,0.92
2025-07-01,1,75,70,0.9333
2025-07-01,2,75,66,0.88
2025-07-01,3,75,66,0.88
2025-07-01,4,75,68,0.9067
2025-07-01,5,75,69,0.92
2025-07-01,6,75,70,0.9333
2025-07-01,7,75,69,0.92
2025-07-01,8,75,71,0.9467
2025-07-01,9,75,68,0.9067
2025-07-01,10,75,71,0.9467
2025-07-01,11,75,67,0.8933
2025-07-01,12,75,67,0.8933
2025-07-01,13,75,67,0.8933
2025-07-01,14,75,68,0.9067
2025-07-01,15,75,65,0.8667
2025-07-01,16,75,67,0.8933
2025-07-01,17,75,71,0.9467
2025-07-01,18,75,72,0.96
2025-07-01,19,75,73,0.9733
2025-07-01,20,75,67,0.8933
2025-07-01,21,75,69,0.92
2025-07-01,22,75,50,0.6667
2025-07-01,23,75,42,0.56
2025-07-01,24,75,15,0.2
2025-07-01,25,75,4,0.0533
2025-08-01,0,71,67,0.9437
2025-08-01,1,71,68,0.9577
2025-08-01,2,71,63,0.8873
2025-08-01,3,71,62,0.8732
2025-08-01,4,71,65,0.9155
2025-08-01,5,71,69,0.9718
2025-08-01,6,71,67,0.9437
2025-08-01,7,71,63,0.8873
2025-08-01,8,71,66,0.9296
2025-08-01,9,71,67,0.9437
2025-08-01,10,71,65,0.9155
2025-08-01,11,71,68,0.9577
2025-08-01,12,71,61,0.8592
2025-08-01,13,71,67,0.9437
2025-08-01,14,71,65,0.9155
2025-08-01,15,71,63,0.8873
2025-08-01,16,71,65,0.9155
2025-08-01,17,71,58,0.8169
2025-08-01,18,71,43,0.6056
2025-08-01,19,71,31,0.4366
2025-08-01,20,71,18,0.2535
2025-09-01,0,79,74,0.9367
2025-09-01,1,79,75,0.9494
2025-09-01,2,79,76,0.962
2025-09-01,3,79,75,0.9494
2025-09-01,4,79,72,0.9114
2025-09-01,5,79,69,0.8734
2025-09-01,6,79,76,0.962
2025-09-01,7,79,73,0.9241
2025-09-01,8,79,74,0.9367
2025-09-01,9,79,74,0.9367
2025-09-01,10,79,73,0.9241
2025-09-01,11,79,72,0.9114
2025-09-01,12,79,72,0.9114
2025-09-01,13,79,63,0.7975
2025-09-01,14,79,40,0.5063
2025-09-01,15,79,26,0.3291
2025-09-01,16,79,7,0.0886
2025-10-01,0,75,66,0.88
2025-10-01,1,75,70,0.9333
2025-10-01,2,75,70,0.9333
2025-10-01,3,75,66,0.88
2025-10-01,4,75,70,0.9333
2025-10-01,5,75,70,0.9333
2025-10-01,6,75,65,0.8667
2025-10-01,7,75,67,0.8933
2025-10-01,8,75,63,0.84
2025-10-01,9,75,53,0.7067
2025-10-01,10,75,34,0.4533
2025-10-01,11,75,16,0.2133
2025-10-01,12,75,2,0.0267
2025-11-01,0,88,80,0.9091
2025-11-01,1,88,82,0.9318
2025-11-01,2,88,83,0.9432
2025-11-01,3,88,80,0.9091
2025-11-01,4,88,70,0.7955
2025-11-01,5,88,53,0.6023
2025-11-01,6,88,30,0.3409
2025-11-01,7,88,16,0.1818
2025-12-01,0,78,75,0.9615
2025-12-01,1,78,52,0.6667
2025-12-01,2,78,27,0.3462
2025-12-01,3,78,5,0.0641
